ticker,ours,theirs,source,diff_pct,status
3042.TW,198.0,198.0,證交所每日收盤行情（上市）,+0.00,一致
3055.TW,203.5,203.5,證交所每日收盤行情（上市）,+0.00,一致
3081.TWO,2680.0,2680.0,Yahoo 即時重抓（同來源）,+0.00,一致
3167.TW,890.0,890.0,證交所每日收盤行情（上市）,+0.00,一致
3189.TW,906.0,906.0,證交所每日收盤行情（上市）,+0.00,一致
3221.TWO,50.1,50.099998474121094,Yahoo 即時重抓（同來源）,+0.00,一致
3234.TWO,170.0,170.0,Yahoo 即時重抓（同來源）,+0.00,一致
3260.TWO,383.0,383.0,Yahoo 即時重抓（同來源）,+0.00,一致
3264.TWO,252.0,252.0,Yahoo 即時重抓（同來源）,+0.00,一致
3374.TWO,472.0,472.0,Yahoo 即時重抓（同來源）,+0.00,一致
3441.TWO,177.5,177.5,Yahoo 即時重抓（同來源）,+0.00,一致
3443.TW,8385.0,8385.0,證交所每日收盤行情（上市）,+0.00,一致
3450.TW,520.0,520.0,證交所每日收盤行情（上市）,+0.00,一致
3455.TWO,244.0,244.0,Yahoo 即時重抓（同來源）,+0.00,一致
3498.TWO,199.0,199.0,Yahoo 即時重抓（同來源）,+0.00,一致
3532.TW,445.0,445.0,證交所每日收盤行情（上市）,+0.00,一致
3605.TW,180.0,180.0,證交所每日收盤行情（上市）,+0.00,一致
3624.TWO,134.0,134.0,Yahoo 即時重抓（同來源）,+0.00,一致
3653.TW,6410.0,6410.0,證交所每日收盤行情（上市）,+0.00,一致
3693.TWO,732.0,732.0,Yahoo 即時重抓（同來源）,+0.00,一致
3711.TW,693.0,693.0,證交所每日收盤行情（上市）,+0.00,一致
4939.TWO,74.7,74.69999694824219,Yahoo 即時重抓（同來源）,+0.00,一致
4967.TW,272.0,272.0,證交所每日收盤行情（上市）,+0.00,一致
4979.TWO,590.0,590.0,Yahoo 即時重抓（同來源）,+0.00,一致
5274.TWO,20280.0,20280.0,Yahoo 即時重抓（同來源）,+0.00,一致
5351.TWO,109.5,109.5,Yahoo 即時重抓（同來源）,+0.00,一致
5864.TWO,37.1,37.099998474121094,Yahoo 即時重抓（同來源）,+0.00,一致
6141.TW,51.8,51.8,證交所每日收盤行情（上市）,+0.00,一致
6173.TWO,302.5,302.5,Yahoo 即時重抓（同來源）,+0.00,一致
6187.TWO,1205.0,1205.0,Yahoo 即時重抓（同來源）,+0.00,一致
6213.TW,541.0,541.0,證交所每日收盤行情（上市）,+0.00,一致
6226.TW,42.7,42.7,證交所每日收盤行情（上市）,+0.00,一致
6239.TW,286.5,286.5,證交所每日收盤行情（上市）,+0.00,一致
6257.TW,247.0,247.0,證交所每日收盤行情（上市）,+0.00,一致
6274.TWO,1460.0,1460.0,Yahoo 即時重抓（同來源）,+0.00,一致
6426.TW,391.5,391.5,證交所每日收盤行情（上市）,+0.00,一致
6505.TW,87.3,87.3,證交所每日收盤行情（上市）,+0.00,一致
6531.TW,987.0,987.0,證交所每日收盤行情（上市）,+0.00,一致
6538.TWO,410.5,410.5,Yahoo 即時重抓（同來源）,+0.00,一致
6672.TW,307.0,307.0,證交所每日收盤行情（上市）,+0.00,一致
6770.TW,73.1,73.1,證交所每日收盤行情（上市）,+0.00,一致
6805.TW,2600.0,2600.0,證交所每日收盤行情（上市）,+0.00,一致
6834.TW,113.5,113.5,證交所每日收盤行情（上市）,+0.00,一致
7828.TWO,1970.0,1970.0,Yahoo 即時重抓（同來源）,+0.00,一致
8021.TW,478.0,478.0,證交所每日收盤行情（上市）,+0.00,一致
8046.TW,1210.0,1210.0,證交所每日收盤行情（上市）,+0.00,一致
8064.TWO,133.0,133.0,Yahoo 即時重抓（同來源）,+0.00,一致
8150.TW,107.0,107.0,證交所每日收盤行情（上市）,+0.00,一致
8996.TW,1540.0,1540.0,證交所每日收盤行情（上市）,+0.00,一致
