ticker,ours,theirs,source,diff_pct,status
5310.T,7250.0,7250.0,Yahoo 即時重抓（同來源）,+0.00,一致
5331.T,3665.0,3665.0,Yahoo 即時重抓（同來源）,+0.00,一致
5471.T,2434.0,2434.5,Yahoo 即時重抓（同來源）,-0.02,一致
5702.T,1809.0,1809.0,Yahoo 即時重抓（同來源）,+0.00,一致
5830.T,3826.0,3826.0,Yahoo 即時重抓（同來源）,+0.00,一致
5831.T,3489.0,3489.0,Yahoo 即時重抓（同來源）,+0.00,一致
5832.T,3652.0,3652.0,Yahoo 即時重抓（同來源）,+0.00,一致
5844.T,4869.0,4869.0,Yahoo 即時重抓（同來源）,+0.00,一致
5985.T,2320.0,2320.0,Yahoo 即時重抓（同來源）,+0.00,一致
6058.T,1984.0,1984.0,Yahoo 即時重抓（同來源）,+0.00,一致
6098.T,17350.0,17350.0,Yahoo 即時重抓（同來源）,+0.00,一致
6178.T,2528.0,2527.5,Yahoo 即時重抓（同來源）,+0.02,一致
6203.T,2538.0,2538.0,Yahoo 即時重抓（同來源）,+0.00,一致
6250.T,4425.0,4425.0,Yahoo 即時重抓（同來源）,+0.00,一致
6258.T,3790.0,3790.0,Yahoo 即時重抓（同來源）,+0.00,一致
6302.T,5978.0,5978.0,Yahoo 即時重抓（同來源）,+0.00,一致
6379.T,3125.0,3125.0,Yahoo 即時重抓（同來源）,+0.00,一致
6448.T,4631.0,4631.0,Yahoo 即時重抓（同來源）,+0.00,一致
6508.T,10930.0,10930.0,Yahoo 即時重抓（同來源）,+0.00,一致
6627.T,11660.0,11660.0,Yahoo 即時重抓（同來源）,+0.00,一致
6645.T,6168.0,6168.0,Yahoo 即時重抓（同來源）,+0.00,一致
6652.T,3810.0,3810.0,Yahoo 即時重抓（同來源）,+0.00,一致
6668.T,4160.0,4160.0,Yahoo 即時重抓（同來源）,+0.00,一致
6724.T,3144.0,3144.0,Yahoo 即時重抓（同來源）,+0.00,一致
6752.T,4287.0,4287.0,Yahoo 即時重抓（同來源）,+0.00,一致
6862.T,5180.0,5180.0,Yahoo 即時重抓（同來源）,+0.00,一致
6875.T,10930.0,10930.0,Yahoo 即時重抓（同來源）,+0.00,一致
6890.T,9130.0,9130.0,Yahoo 即時重抓（同來源）,+0.00,一致
6952.T,2141.0,2141.0,Yahoo 即時重抓（同來源）,+0.00,一致
6958.T,765.0,765.0,Yahoo 即時重抓（同來源）,+0.00,一致
6960.T,12070.0,12070.0,Yahoo 即時重抓（同來源）,+0.00,一致
7014.T,5070.0,5070.0,Yahoo 即時重抓（同來源）,+0.00,一致
7167.T,1682.0,1682.0,Yahoo 即時重抓（同來源）,+0.00,一致
7180.T,1678.0,1678.0,Yahoo 即時重抓（同來源）,+0.00,一致
7184.T,3535.0,3535.0,Yahoo 即時重抓（同來源）,+0.00,一致
7189.T,4964.0,4964.0,Yahoo 即時重抓（同來源）,+0.00,一致
7272.T,1821.0,1821.0,Yahoo 即時重抓（同來源）,+0.00,一致
7287.T,2813.0,2813.0,Yahoo 即時重抓（同來源）,+0.00,一致
7322.T,2087.0,2087.0,Yahoo 即時重抓（同來源）,+0.00,一致
7327.T,2664.0,2664.0,Yahoo 即時重抓（同來源）,+0.00,一致
7337.T,2400.0,2400.5,Yahoo 即時重抓（同來源）,-0.02,一致
7350.T,7960.0,7960.0,Yahoo 即時重抓（同來源）,+0.00,一致
7380.T,2723.0,2723.0,Yahoo 即時重抓（同來源）,+0.00,一致
7381.T,1331.0,1331.0,Yahoo 即時重抓（同來源）,+0.00,一致
7384.T,5430.0,5430.0,Yahoo 即時重抓（同來源）,+0.00,一致
7389.T,1977.0,1977.0,Yahoo 即時重抓（同來源）,+0.00,一致
7609.T,4080.0,4080.0,Yahoo 即時重抓（同來源）,+0.00,一致
7715.T,4030.0,4030.0,Yahoo 即時重抓（同來源）,+0.00,一致
7806.T,8030.0,8030.0,Yahoo 即時重抓（同來源）,+0.00,一致
7826.T,10870.0,10870.0,Yahoo 即時重抓（同來源）,+0.00,一致
8015.T,7463.0,7463.0,Yahoo 即時重抓（同來源）,+0.00,一致
8020.T,2318.0,2318.5,Yahoo 即時重抓（同來源）,-0.02,一致
8022.T,4025.0,4025.0,Yahoo 即時重抓（同來源）,+0.00,一致
8050.T,9820.0,9820.0,Yahoo 即時重抓（同來源）,+0.00,一致
8053.T,1796.0,1796.0,Yahoo 即時重抓（同來源）,+0.00,一致
8061.T,3075.0,3075.0,Yahoo 即時重抓（同來源）,+0.00,一致
8078.T,1912.0,1912.0,Yahoo 即時重抓（同來源）,+0.00,一致
8173.T,4380.0,4380.0,Yahoo 即時重抓（同來源）,+0.00,一致
8304.T,3486.0,3486.0,Yahoo 即時重抓（同來源）,+0.00,一致
8306.T,3620.0,3620.0,Yahoo 即時重抓（同來源）,+0.00,一致
8308.T,2452.0,2451.5,Yahoo 即時重抓（同來源）,+0.02,一致
8309.T,1768.0,1768.5,Yahoo 即時重抓（同來源）,-0.03,一致
8334.T,3000.0,2999.5,Yahoo 即時重抓（同來源）,+0.02,一致
8336.T,2875.0,2875.0,Yahoo 即時重抓（同來源）,+0.00,一致
8337.T,2701.0,2701.0,Yahoo 即時重抓（同來源）,+0.00,一致
8338.T,739.0,739.0,Yahoo 即時重抓（同來源）,+0.00,一致
8341.T,4185.0,4185.0,Yahoo 即時重抓（同來源）,+0.00,一致
8343.T,9880.0,9880.0,Yahoo 即時重抓（同來源）,+0.00,一致
8344.T,5380.0,5380.0,Yahoo 即時重抓（同來源）,+0.00,一致
8345.T,2778.0,2778.0,Yahoo 即時重抓（同來源）,+0.00,一致
8346.T,1024.0,1024.0,Yahoo 即時重抓（同來源）,+0.00,一致
8354.T,7746.0,7746.0,Yahoo 即時重抓（同來源）,+0.00,一致
8358.T,2824.0,2824.0,Yahoo 即時重抓（同來源）,+0.00,一致
8359.T,2697.0,2697.0,Yahoo 即時重抓（同來源）,+0.00,一致
8360.T,7390.0,7390.0,Yahoo 即時重抓（同來源）,+0.00,一致
8361.T,8440.0,8440.0,Yahoo 即時重抓（同來源）,+0.00,一致
8362.T,8080.0,8080.0,Yahoo 即時重抓（同來源）,+0.00,一致
8366.T,2883.0,2883.0,Yahoo 即時重抓（同來源）,+0.00,一致
8367.T,2023.0,2023.0,Yahoo 即時重抓（同來源）,+0.00,一致
8368.T,2481.0,2481.0,Yahoo 即時重抓（同來源）,+0.00,一致
8370.T,5310.0,5310.0,Yahoo 即時重抓（同來源）,+0.00,一致
8377.T,8604.0,8604.0,Yahoo 即時重抓（同來源）,+0.00,一致
8381.T,2600.0,2600.0,Yahoo 即時重抓（同來源）,+0.00,一致
8386.T,3140.0,3140.0,Yahoo 即時重抓（同來源）,+0.00,一致
8387.T,4440.0,4440.0,Yahoo 即時重抓（同來源）,+0.00,一致
8388.T,10380.0,10380.0,Yahoo 即時重抓（同來源）,+0.00,一致
8392.T,3135.0,3135.0,Yahoo 即時重抓（同來源）,+0.00,一致
8393.T,2782.0,2782.0,Yahoo 即時重抓（同來源）,+0.00,一致
8399.T,3325.0,3325.0,Yahoo 即時重抓（同來源）,+0.00,一致
8411.T,8495.0,8495.0,Yahoo 即時重抓（同來源）,+0.00,一致
8418.T,3443.0,3443.0,Yahoo 即時重抓（同來源）,+0.00,一致
8522.T,7220.0,7220.0,Yahoo 即時重抓（同來源）,+0.00,一致
8524.T,1322.0,1322.0,Yahoo 即時重抓（同來源）,+0.00,一致
8541.T,3390.0,3390.0,Yahoo 即時重抓（同來源）,+0.00,一致
8544.T,2855.0,2855.0,Yahoo 即時重抓（同來源）,+0.00,一致
8550.T,1129.0,1129.0,Yahoo 即時重抓（同來源）,+0.00,一致
8600.T,1183.0,1183.0,Yahoo 即時重抓（同來源）,+0.00,一致
8601.T,1846.0,1845.5,Yahoo 即時重抓（同來源）,+0.03,一致
8609.T,1261.0,1261.0,Yahoo 即時重抓（同來源）,+0.00,一致
8616.T,898.0,898.0,Yahoo 即時重抓（同來源）,+0.00,一致
8628.T,1172.0,1172.0,Yahoo 即時重抓（同來源）,+0.00,一致
8707.T,4740.0,4740.0,Yahoo 即時重抓（同來源）,+0.00,一致
8714.T,1102.0,1102.0,Yahoo 即時重抓（同來源）,+0.00,一致
8725.T,5217.0,5217.0,Yahoo 即時重抓（同來源）,+0.00,一致
8750.T,1914.0,1913.5,Yahoo 即時重抓（同來源）,+0.03,一致
9075.T,6340.0,6340.0,Yahoo 即時重抓（同來源）,+0.00,一致
9104.T,7240.0,7240.0,Yahoo 即時重抓（同來源）,+0.00,一致
9107.T,3497.0,3497.0,Yahoo 即時重抓（同來源）,+0.00,一致
9110.T,10510.0,10510.0,Yahoo 即時重抓（同來源）,+0.00,一致
9147.T,5662.0,5662.0,Yahoo 即時重抓（同來源）,+0.00,一致
9304.T,2106.0,2106.0,Yahoo 即時重抓（同來源）,+0.00,一致
9436.T,4450.0,4450.0,Yahoo 即時重抓（同來源）,+0.00,一致
9507.T,2186.0,2186.0,Yahoo 即時重抓（同來源）,+0.00,一致
9513.T,4205.0,4205.0,Yahoo 即時重抓（同來源）,+0.00,一致
9678.T,5450.0,5450.0,Yahoo 即時重抓（同來源）,+0.00,一致
9824.T,8010.0,8010.0,Yahoo 即時重抓（同來源）,+0.00,一致
9934.T,3097.0,3097.0,Yahoo 即時重抓（同來源）,+0.00,一致
