ticker,ours,ibkr_close,next_date,ibkr_next_open,diff_pct,status,ib_status,note
ELV,409.3,409.31,2026-09-22,412.07,-0.00,一致,ok,
ENTG,143.1,143.14,2026-09-22,141.42,-0.03,一致,ok,
EQIX,1057,1057.26,2026-09-22,1051.91,-0.02,一致,ok,
EQNR,42.49,42.49,2026-09-22,41.59,+0.00,一致,ok,
EWTX,44.64,44.64,2026-09-22,45.0,+0.00,一致,ok,
EXEL,57.22,57.22,2026-09-22,57.65,+0.00,一致,ok,
EXPD,192.2,192.15,2026-09-22,192.33,+0.03,一致,ok,
FCFS,216.1,216.12,2026-09-22,218.94,-0.01,一致,ok,
FCX,72.16,72.16,2026-09-22,72.65,+0.00,一致,ok,
FFIV,450.1,450.1,2026-09-22,447.19,+0.00,一致,ok,
FIVE,236.1,236.14,2026-09-22,236.39,-0.02,一致,ok,
FIVN,37.01,37.01,2026-09-22,37.12,+0.00,一致,ok,
FRO,49.81,49.81,2026-09-22,48.09,+0.00,一致,ok,
FROG,92,92.0,2026-09-22,93.12,+0.00,一致,ok,
FSLY,27.42,27.42,2026-09-22,27.87,+0.00,一致,ok,
FTNT,175.2,175.23,2026-09-22,176.14,-0.02,一致,ok,
GGB,5,5.0,2026-09-22,4.92,+0.00,一致,ok,
GH,173.9,173.87,2026-09-22,171.82,+0.02,一致,ok,
GILD,150.6,150.56,2026-09-22,150.5,+0.03,一致,ok,
GOOG,350.9,350.87,2026-09-22,353.24,+0.01,一致,ok,
GOOGL,355,354.97,2026-09-22,357.75,+0.01,一致,ok,
GSAT,83.04,83.04,2026-09-22,82.8,+0.00,一致,ok,
HALO,111.5,111.45,2026-09-22,111.67,+0.04,一致,ok,
HBM,26.65,26.65,2026-09-22,26.875,+0.00,一致,ok,
HNGE,94.45,94.45,2026-09-22,94.45,+0.00,一致,ok,
HP,40.29,40.29,2026-09-22,39.72,+0.00,一致,ok,
HPE,61.75,61.75,2026-09-22,61.75,+0.00,一致,ok,
HSBC,103.2,103.21,2026-09-22,102.45,-0.01,一致,ok,
HTFL,50.33,50.33,2026-09-22,50.92,+0.00,一致,ok,
HUT,103.4,103.42,2026-09-22,102.0,-0.02,一致,ok,
IBKR,93.21,93.21,2026-09-22,93.2,+0.00,一致,ok,
IFF,83.6,83.6,2026-09-22,84.81,+0.00,一致,ok,
ILMN,238.8,238.82,2026-09-22,237.09,-0.01,一致,ok,
IMAX,54.04,54.04,2026-09-22,54.13,+0.00,一致,ok,
INCY,124.7,124.65,2026-09-22,124.72,+0.04,一致,ok,
ING,36.91,36.91,2026-09-22,36.96,+0.00,一致,ok,
INSW,109.1,109.1,2026-09-22,105.0,+0.00,一致,ok,
INTC,121.8,121.78,2026-09-22,120.07,+0.02,一致,ok,
IRDM,48.21,48.21,2026-09-22,48.5,+0.00,一致,ok,
IVZ,31.38,31.38,2026-09-22,30.7,+0.00,一致,ok,
JCI,145.2,145.18,2026-09-22,145.0,+0.01,一致,ok,
JNJ,269.5,269.47,2026-09-22,268.04,+0.01,一致,ok,
JXN,131.9,131.87,2026-09-22,132.34,+0.02,一致,ok,
KEYS,342,342.03,2026-09-22,339.89,-0.01,一致,ok,
KNSA,78.13,78.13,2026-09-22,78.09,+0.00,一致,ok,
KO,87.12,87.12,2026-09-22,87.6,+0.00,一致,ok,
KYMR,117.7,117.67,2026-09-22,118.85,+0.03,一致,ok,
LFST,12.67,12.67,2026-09-22,12.7,+0.00,一致,ok,
LITE,954.5,954.49,2026-09-22,937.17,+0.00,一致,ok,
MAN,56.55,56.55,2026-09-22,57.5,+0.00,一致,ok,
MATX,234.7,234.72,2026-09-22,234.13,-0.01,一致,ok,
MEOH,58.7,58.7,2026-09-22,57.81,+0.00,一致,ok,
MFC,44.58,44.58,2026-09-22,44.6,+0.00,一致,ok,
MPC,402.4,402.38,2026-09-22,391.68,+0.00,一致,ok,
MRK,149.5,149.5,2026-09-22,148.69,+0.00,一致,ok,
MRVL,257.4,257.38,2026-09-22,255.46,+0.01,一致,ok,
MRX,75.71,75.71,2026-09-22,76.0,+0.00,一致,ok,
MSGS,400.1,400.09,2026-09-22,401.36,+0.00,一致,ok,
MT,72.54,72.54,2026-09-22,73.26,+0.00,一致,ok,
MTRN,254.6,254.63,2026-09-22,255.39,-0.01,一致,ok,
MU,1044,1043.96,2026-09-22,1032.26,+0.00,一致,ok,
MUFG,23.42,23.42,2026-09-22,23.32,+0.00,一致,ok,
NBIS,232.8,232.8,2026-09-22,233.24,+0.00,一致,ok,
NDSN,314.4,314.35,2026-09-22,315.27,+0.02,一致,ok,
NEM,123,123.05,2026-09-22,123.23,-0.04,一致,ok,
NESR,32.4,32.4,2026-09-22,32.6,+0.00,一致,ok,
NET,351.7,351.67,2026-09-22,353.99,+0.01,一致,ok,
NTAP,198.2,198.15,2026-09-22,197.73,+0.03,一致,ok,
NTR,74.54,74.54,2026-09-22,73.86,+0.00,一致,ok,
NTRA,370.6,370.64,2026-09-22,368.26,-0.01,一致,ok,
NVT,159.4,159.44,2026-09-22,158.46,-0.03,一致,ok,
OKTA,191.3,191.33,2026-09-22,192.82,-0.02,一致,ok,
OSCR,31.29,31.29,2026-09-22,31.47,+0.00,一致,ok,
PANW,371.8,371.76,2026-09-22,374.85,+0.01,一致,ok,
PARR,82,82.0,2026-09-22,80.3,+0.00,一致,ok,
PBF,72.48,72.48,2026-09-22,71.24,+0.00,一致,ok,
PBR,20.63,20.63,2026-09-22,20.38,+0.00,一致,ok,
PCVX,58.92,58.92,2026-09-22,59.47,+0.00,一致,ok,
PFG,116.5,116.47,2026-09-22,116.65,+0.03,一致,ok,
PK,15.15,15.15,2026-09-22,15.32,+0.00,一致,ok,
PR,21.97,21.97,2026-09-22,21.59,+0.00,一致,ok,
PSNL,16.24,16.24,2026-09-22,16.29,+0.00,一致,ok,
PSX,261.8,261.75,2026-09-22,256.88,+0.02,一致,ok,
PTEN,11.42,11.42,2026-09-22,11.16,+0.00,一致,ok,
PTGX,145,144.98,2026-09-22,144.64,+0.01,一致,ok,
RAL,68.91,68.91,2026-09-22,69.94,+0.00,一致,ok,
RBRK,113,112.96,2026-09-22,113.75,+0.04,一致,ok,
RGA,245.1,245.13,2026-09-22,246.31,-0.01,一致,ok,
RIOT,24.18,24.18,2026-09-22,23.74,+0.00,一致,ok,
RNG,77.3,77.3,2026-09-22,77.41,+0.00,一致,ok,
RNR,326.3,326.29,2026-09-22,326.36,+0.00,一致,ok,
ROIV,38.99,38.99,2026-09-22,38.73,+0.00,一致,ok,
ROKU,154.3,154.33,2026-09-22,155.27,-0.02,一致,ok,
RVTY,143.6,143.59,2026-09-22,143.12,+0.01,一致,ok,
SAIC,133.3,133.35,2026-09-22,133.81,-0.04,一致,ok,
SAN,14.62,14.62,2026-09-22,14.68,+0.00,一致,ok,
SBLK,31.73,31.73,2026-09-22,31.13,+0.00,一致,ok,
SCCO,198.1,198.06,2026-09-22,199.01,+0.02,一致,ok,
SKM,35.7,35.7,2026-09-22,35.52,+0.00,一致,ok,
SLAB,220.9,220.87,2026-09-22,221.0,+0.01,一致,ok,
SLF,81.44,81.44,2026-09-22,81.67,+0.00,一致,ok,
SM,34.75,34.75,2026-09-22,34.18,+0.00,一致,ok,
SMTC,177.4,177.37,2026-09-22,174.12,+0.02,一致,ok,
SNDK,1767,1766.64,2026-09-22,1757.51,+0.02,一致,ok,
SNOW,339.4,339.39,2026-09-22,345.7,+0.00,一致,ok,
SNX,279.6,279.59,2026-09-22,280.1,+0.00,一致,ok,
SSRM,36.61,36.61,2026-09-22,36.73,+0.00,一致,ok,
STNG,86.21,86.21,2026-09-22,83.0,+0.00,一致,ok,
STX,877.3,877.33,2026-09-22,857.69,-0.00,一致,ok,
SU,67.24,67.24,2026-09-22,66.19,+0.00,一致,ok,
TD,124,124.04,2026-09-22,123.97,-0.03,一致,ok,
TECK,66.76,66.76,2026-09-22,67.79,+0.00,一致,ok,
TER,381.5,381.54,2026-09-22,373.0,-0.01,一致,ok,
TEVA,40.06,40.06,2026-09-22,39.45,+0.00,一致,ok,
TGB,8.67,8.67,2026-09-22,8.73,+0.00,一致,ok,
TGT,157.7,157.71,2026-09-22,157.87,-0.01,一致,ok,
THC,261,260.97,2026-09-22,263.06,+0.01,一致,ok,
TIGO,95.11,95.11,2026-09-22,94.03,+0.00,一致,ok,
TRGP,289.4,289.36,2026-09-22,284.6,+0.01,一致,ok,
TRV,371.1,371.13,2026-09-22,369.92,-0.01,一致,ok,
TSM,445.1,445.14,2026-09-22,441.22,-0.01,一致,ok,
TTE,90.06,90.06,2026-09-22,89.1,+0.00,一致,ok,
TVTX,62.86,62.86,2026-09-22,60.37,+0.00,一致,ok,
TWLO,266.1,266.06,2026-09-22,271.6,+0.02,一致,ok,
TWST,165.8,165.83,2026-09-22,165.83,-0.02,一致,ok,
TXG,79.1,79.1,2026-09-22,78.99,+0.00,一致,ok,
UMC,25.43,25.43,2026-09-22,25.26,+0.00,一致,ok,
VCTR,107.8,107.76,2026-09-22,108.26,+0.04,一致,ok,
VLO,393.3,393.27,2026-09-22,384.9,+0.01,一致,ok,
VOD,17.02,17.02,2026-09-22,16.81,+0.00,一致,ok,
VOYA,100.5,100.53,2026-09-22,100.71,-0.03,一致,ok,
VSAT,76.38,76.38,2026-09-22,76.77,+0.00,一致,ok,
VTRS,17.1,17.1,2026-09-22,17.1,+0.00,一致,ok,
WCC,355.3,355.31,2026-09-22,359.66,-0.00,一致,ok,
WHD,67.45,67.45,2026-09-22,66.88,+0.00,一致,ok,
WPM,147.7,147.66,2026-09-22,148.1,+0.03,一致,ok,
WST,361.8,361.78,2026-09-22,367.42,+0.01,一致,ok,
XMTR,99.53,99.53,2026-09-22,100.85,+0.00,一致,ok,
XOM,158.3,158.3,2026-09-22,157.53,+0.00,一致,ok,
ZETA,31.15,31.15,2026-09-22,32.0,+0.00,一致,ok,
