month_end,longs,shorts,value_EUR,value_GBP,value_AUD,value_NZD,value_JPY,value_CHF,value_CAD
2005-09-30,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1991,0.0433,-0.2362,-0.4086,0.217,-0.0277,-0.1899
2005-10-31,"['GBP', 'JPY']","['NZD', 'AUD']",-0.2221,0.0253,-0.287,-0.4806,0.233,-0.0251,-0.2147
2005-11-30,"['GBP', 'JPY']","['NZD', 'AUD']",-0.233,0.06,-0.3296,-0.5247,0.2507,-0.0252,-0.2304
2005-12-30,"['GBP', 'JPY']","['NZD', 'AUD']",-0.233,0.06,-0.3296,-0.5247,0.2507,-0.0252,-0.2304
2006-01-31,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1691,0.0418,-0.2842,-0.4431,0.246,0.0056,-0.2624
2006-02-28,"['GBP', 'JPY']","['NZD', 'AUD']",-0.129,0.034,-0.2557,-0.3686,0.1994,0.0153,-0.2516
2006-03-31,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1262,0.0284,-0.2877,-0.3669,0.2231,0.0123,-0.27
2006-04-28,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1262,0.0284,-0.2877,-0.3669,0.2231,0.0123,-0.27
2006-05-31,"['GBP', 'JPY']","['AUD', 'NZD']",-0.1558,0.0538,-0.3198,-0.2987,0.1878,0.0126,-0.2871
2006-06-30,"['GBP', 'JPY']","['CAD', 'AUD']",-0.1981,0.0284,-0.2975,-0.2493,0.1732,-0.0201,-0.2985
2006-07-31,"['GBP', 'JPY']","['CAD', 'AUD']",-0.2239,0.0271,-0.2694,-0.2578,0.1883,-0.0186,-0.2799
2006-08-31,"['GBP', 'JPY']","['AUD', 'CAD']",-0.2084,0.0318,-0.3082,-0.2609,0.1844,0.0055,-0.2622
2006-09-29,"['GBP', 'JPY']","['AUD', 'CAD']",-0.2084,0.0318,-0.3082,-0.2609,0.1844,0.0055,-0.2622
2006-10-31,"['CHF', 'JPY']","['AUD', 'NZD']",-0.1589,0.0119,-0.3536,-0.3209,0.2169,0.0447,-0.3125
2006-11-30,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1516,0.0057,-0.3391,-0.3413,0.2151,0.0545,-0.3061
2006-12-29,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1516,0.0057,-0.3391,-0.3413,0.2151,0.0545,-0.3061
2007-01-31,"['CHF', 'JPY']","['NZD', 'AUD']",-0.18,-0.0087,-0.3012,-0.3462,0.1909,0.0509,-0.2762
2007-02-28,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1734,-0.0152,-0.286,-0.3284,0.1772,0.0684,-0.2653
2007-03-30,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1734,-0.0152,-0.286,-0.3284,0.1772,0.0684,-0.2653
2007-04-30,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1929,-0.0002,-0.268,-0.2984,0.1729,0.0627,-0.2561
2007-05-31,"['CHF', 'JPY']","['NZD', 'AUD']",-0.2001,0.0016,-0.2952,-0.323,0.1905,0.075,-0.2833
2007-06-29,"['CHF', 'JPY']","['NZD', 'AUD']",-0.2001,0.0016,-0.2952,-0.323,0.1905,0.075,-0.2833
2007-07-31,"['CHF', 'JPY']","['CAD', 'AUD']",-0.1298,-0.0203,-0.288,-0.2754,0.2496,0.1054,-0.3264
2007-08-31,"['CHF', 'JPY']","['AUD', 'CAD']",-0.1082,-0.0,-0.3639,-0.3386,0.2763,0.1194,-0.3504
2007-09-28,"['CHF', 'JPY']","['AUD', 'CAD']",-0.1082,-0.0,-0.3639,-0.3386,0.2763,0.1194,-0.3504
2007-10-31,"['CHF', 'JPY']","['CAD', 'AUD']",-0.1212,0.0305,-0.3229,-0.2334,0.2248,0.1108,-0.3922
2007-11-30,"['CHF', 'JPY']","['CAD', 'AUD']",-0.125,0.0388,-0.3705,-0.2425,0.2244,0.1214,-0.4467
2007-12-31,"['CHF', 'JPY']","['CAD', 'AUD']",-0.1366,0.0432,-0.3331,-0.2087,0.211,0.103,-0.4471
2008-01-31,"['CHF', 'JPY']","['CAD', 'AUD']",-0.1192,0.0574,-0.3001,-0.2018,0.2124,0.1116,-0.3881
2008-02-29,"['CHF', 'JPY']","['CAD', 'AUD']",-0.0885,0.0829,-0.2787,-0.1504,0.1957,0.1066,-0.3498
2008-03-31,"['CHF', 'JPY']","['CAD', 'AUD']",-0.0663,0.0758,-0.2891,-0.1488,0.194,0.1041,-0.329
2008-04-30,"['GBP', 'JPY']","['CAD', 'AUD']",-0.0934,0.0733,-0.2695,-0.1396,0.1612,0.0717,-0.2818
2008-05-30,"['GBP', 'JPY']","['CAD', 'AUD']",-0.0934,0.0733,-0.2695,-0.1396,0.1612,0.0717,-0.2818
2008-06-30,"['CHF', 'JPY']","['AUD', 'CAD']",-0.0535,0.0701,-0.2487,-0.1012,0.1857,0.0846,-0.2296
2008-07-31,"['GBP', 'JPY']","['AUD', 'CAD']",-0.0426,0.0841,-0.2232,-0.0793,0.1964,0.0675,-0.182
2008-08-29,"['GBP', 'JPY']","['AUD', 'CAD']",-0.0426,0.0841,-0.2232,-0.0793,0.1964,0.0675,-0.182
2008-09-30,"['GBP', 'JPY']","['CAD', 'AUD']",-0.0409,0.084,-0.1647,-0.0208,0.2064,0.071,-0.1755
2008-10-31,"['GBP', 'JPY']","['CAD', 'AUD']",-0.0296,0.1006,-0.0945,-0.0062,0.1889,0.0568,-0.1621
2008-11-28,"['GBP', 'JPY']","['CAD', 'AUD']",-0.0296,0.1006,-0.0945,-0.0062,0.1889,0.0568,-0.1621
2008-12-31,"['AUD', 'GBP']","['CAD', 'EUR']",0.0203,0.1707,0.1217,0.1214,0.0746,0.0311,-0.0128
2009-01-30,"['AUD', 'GBP']","['CAD', 'EUR']",0.0203,0.1707,0.1217,0.1214,0.0746,0.0311,-0.0128
2009-02-27,"['NZD', 'GBP']","['EUR', 'CAD']",-0.0007,0.2226,0.13,0.1514,0.0246,0.0402,0.0009
2009-03-31,"['NZD', 'GBP']","['CAD', 'CHF']",0.017,0.2467,0.1692,0.2305,0.0218,0.0095,-0.0255
2009-04-30,"['NZD', 'GBP']","['EUR', 'CAD']",-0.0224,0.2596,0.1214,0.1817,0.0623,0.0069,-0.0111
2009-05-29,"['NZD', 'GBP']","['EUR', 'CAD']",-0.0224,0.2596,0.1214,0.1817,0.0623,0.0069,-0.0111
2009-06-30,"['NZD', 'GBP']","['CAD', 'AUD']",-0.0214,0.2226,-0.023,0.0831,0.0658,0.0208,-0.1183
2009-07-31,"['JPY', 'GBP']","['CAD', 'AUD']",-0.034,0.1976,-0.0881,0.0592,0.0961,0.032,-0.1274
2009-08-31,"['JPY', 'GBP']","['CAD', 'AUD']",-0.023,0.1987,-0.0628,0.0666,0.0735,0.0273,-0.0955
2009-09-30,"['JPY', 'GBP']","['CAD', 'AUD']",-0.026,0.194,-0.0985,0.0487,0.0759,0.0229,-0.119
2009-10-30,"['JPY', 'GBP']","['CAD', 'AUD']",-0.026,0.194,-0.0985,0.0487,0.0759,0.0229,-0.119
2009-11-30,"['JPY', 'GBP']","['AUD', 'CAD']",-0.0324,0.2124,-0.1448,0.0276,0.0627,0.0115,-0.0931
2009-12-31,"['JPY', 'GBP']","['AUD', 'CAD']",-0.0187,0.1947,-0.1214,0.0477,0.0746,0.0309,-0.0477
2010-01-29,"['JPY', 'GBP']","['AUD', 'CAD']",-0.0187,0.1947,-0.1214,0.0477,0.0746,0.0309,-0.0477
2010-02-26,"['JPY', 'GBP']","['AUD', 'CAD']",0.0061,0.213,-0.1256,0.0694,0.0739,0.0299,-0.0781
2010-03-31,"['NZD', 'GBP']","['CAD', 'AUD']",0.0341,0.2067,-0.1003,0.0806,0.0513,0.0079,-0.107
2010-04-30,"['NZD', 'GBP']","['AUD', 'CAD']",0.0475,0.2354,-0.1303,0.0943,0.0526,0.0072,-0.1185
2010-05-31,"['NZD', 'GBP']","['CAD', 'AUD']",0.0533,0.2226,-0.156,0.0848,0.074,-0.0003,-0.1569
2010-06-30,"['NZD', 'GBP']","['CAD', 'AUD']",0.0736,0.2179,-0.1114,0.0846,0.0502,0.0032,-0.1488
2010-07-30,"['NZD', 'GBP']","['CAD', 'AUD']",0.0736,0.2179,-0.1114,0.0846,0.0502,0.0032,-0.1488
2010-08-31,"['EUR', 'GBP']","['CAD', 'AUD']",0.0497,0.1755,-0.096,0.0461,-0.0276,-0.0763,-0.1051
2010-09-30,"['NZD', 'GBP']","['AUD', 'CAD']",0.0586,0.1671,-0.1143,0.0653,-0.0448,-0.0705,-0.09
2010-10-29,"['NZD', 'GBP']","['AUD', 'CAD']",0.0586,0.1671,-0.1143,0.0653,-0.0448,-0.0705,-0.09
2010-11-30,"['NZD', 'GBP']","['AUD', 'JPY']",0.0134,0.2004,-0.1669,0.0628,-0.0904,-0.0861,-0.0725
2010-12-31,"['NZD', 'GBP']","['AUD', 'JPY']",0.0174,0.1842,-0.1923,0.0364,-0.106,-0.084,-0.077
2011-01-31,"['NZD', 'GBP']","['AUD', 'CHF']",0.0389,0.1857,-0.2047,0.057,-0.1028,-0.1244,-0.0652
2011-02-28,"['EUR', 'GBP']","['AUD', 'CHF']",0.0491,0.173,-0.2079,0.0222,-0.0866,-0.1241,-0.0774
2011-03-31,"['EUR', 'GBP']","['AUD', 'CHF']",0.029,0.1625,-0.2195,0.0262,-0.1012,-0.1257,-0.071
2011-04-29,"['EUR', 'GBP']","['AUD', 'CHF']",0.029,0.1625,-0.2195,0.0262,-0.1012,-0.1257,-0.071
2011-05-31,"['EUR', 'GBP']","['AUD', 'CHF']",0.0124,0.1742,-0.2658,-0.0674,-0.0693,-0.1456,-0.0933
2011-06-30,"['EUR', 'GBP']","['AUD', 'CHF']",0.0387,0.2,-0.249,-0.0835,-0.0576,-0.1555,-0.0585
2011-07-29,"['EUR', 'GBP']","['AUD', 'CHF']",0.0387,0.2,-0.249,-0.0835,-0.0576,-0.1555,-0.0585
2011-08-31,"['EUR', 'GBP']","['AUD', 'CHF']",0.0568,0.2079,-0.2529,-0.153,-0.107,-0.2323,-0.0808
2011-09-30,"['EUR', 'GBP']","['CHF', 'AUD']",0.0508,0.2125,-0.2042,-0.1203,-0.1397,-0.2984,-0.0481
2011-10-31,"['EUR', 'GBP']","['CHF', 'AUD']",0.0514,0.2147,-0.2019,-0.065,-0.1736,-0.206,-0.0376
2011-11-30,"['EUR', 'GBP']","['JPY', 'AUD']",0.0404,0.2144,-0.1949,-0.0222,-0.1992,-0.1794,-0.0338
2011-12-30,"['EUR', 'GBP']","['JPY', 'AUD']",0.0404,0.2144,-0.1949,-0.0222,-0.1992,-0.1794,-0.0338
2012-01-31,"['EUR', 'GBP']","['JPY', 'AUD']",0.0735,0.2106,-0.1951,0.009,-0.2051,-0.1562,-0.0626
2012-02-29,"['EUR', 'GBP']","['JPY', 'AUD']",0.0927,0.216,-0.2182,-0.0097,-0.247,-0.179,-0.0937
2012-03-30,"['EUR', 'GBP']","['JPY', 'AUD']",0.0927,0.216,-0.2182,-0.0097,-0.247,-0.179,-0.0937
2012-04-30,"['EUR', 'GBP']","['AUD', 'CHF']",0.0878,0.2007,-0.2192,-0.0341,-0.14,-0.1861,-0.1006
2012-05-31,"['EUR', 'GBP']","['CHF', 'JPY']",0.096,0.1893,-0.1557,0.0035,-0.186,-0.191,-0.0778
2012-06-29,"['EUR', 'GBP']","['CHF', 'JPY']",0.096,0.1893,-0.1557,0.0035,-0.186,-0.191,-0.0778
2012-07-31,"['EUR', 'GBP']","['JPY', 'CHF']",0.1043,0.1878,-0.1255,0.0505,-0.2881,-0.1931,0.0084
2012-08-31,"['EUR', 'GBP']","['JPY', 'CHF']",0.1287,0.1767,-0.1518,0.0521,-0.297,-0.1805,0.0039
2012-09-28,"['EUR', 'GBP']","['JPY', 'CHF']",0.1287,0.1767,-0.1518,0.0521,-0.297,-0.1805,0.0039
2012-10-31,"['EUR', 'GBP']","['JPY', 'CHF']",0.1118,0.1592,-0.176,-0.0394,-0.2147,-0.1774,-0.0013
2012-11-30,"['EUR', 'GBP']","['JPY', 'CHF']",0.1129,0.1574,-0.1068,-0.002,-0.2244,-0.1863,0.0465
2012-12-31,"['EUR', 'GBP']","['CHF', 'JPY']",0.1322,0.1443,-0.144,-0.011,-0.1587,-0.16,0.0566
2013-01-31,"['EUR', 'GBP']","['AUD', 'CHF']",0.1173,0.1301,-0.172,-0.0047,-0.1257,-0.1712,0.0209
2013-02-28,"['GBP', 'EUR']","['AUD', 'CHF']",0.1123,0.1076,-0.1767,-0.0253,-0.0234,-0.1372,0.0081
2013-03-29,"['GBP', 'EUR']","['AUD', 'CHF']",0.1123,0.1076,-0.1767,-0.0253,-0.0234,-0.1372,0.0081
2013-04-30,"['GBP', 'EUR']","['AUD', 'CHF']",0.1322,0.1235,-0.148,-0.0258,0.071,-0.0865,0.0215
2013-05-31,"['GBP', 'EUR']","['AUD', 'CHF']",0.1381,0.0945,-0.1503,-0.0694,0.0738,-0.1014,0.0044
2013-06-28,"['GBP', 'EUR']","['AUD', 'CHF']",0.1381,0.0945,-0.1503,-0.0694,0.0738,-0.1014,0.0044
2013-07-31,"['GBP', 'EUR']","['CHF', 'NZD']",0.111,0.0887,-0.0202,-0.0486,0.0303,-0.1208,0.0156
2013-08-30,"['GBP', 'EUR']","['CHF', 'NZD']",0.111,0.0887,-0.0202,-0.0486,0.0303,-0.1208,0.0156
2013-09-30,"['GBP', 'EUR']","['CHF', 'NZD']",0.0794,0.0752,-0.0392,-0.1035,0.0238,-0.1504,-0.004
2013-10-31,"['EUR', 'JPY']","['NZD', 'CHF']",0.067,0.0405,-0.1287,-0.1518,0.0842,-0.1402,-0.0011
2013-11-29,"['EUR', 'JPY']","['NZD', 'CHF']",0.067,0.0405,-0.1287,-0.1518,0.0842,-0.1402,-0.0011
2013-12-31,"['EUR', 'JPY']","['AUD', 'NZD']",0.0341,-0.0344,-0.3324,-0.2776,0.2306,-0.1112,-0.0936
2014-01-31,"['EUR', 'JPY']","['NZD', 'AUD']",0.0675,-0.1118,-0.2782,-0.3148,0.2956,-0.1151,-0.0941
2014-02-28,"['EUR', 'JPY']","['NZD', 'AUD']",0.0718,-0.15,-0.2509,-0.3496,0.3011,-0.0826,-0.0638
2014-03-31,"['EUR', 'JPY']","['NZD', 'AUD']",0.0646,-0.1177,-0.2904,-0.4034,0.2821,-0.0966,-0.0592
2014-04-30,"['EUR', 'JPY']","['NZD', 'AUD']",0.0687,-0.14,-0.2667,-0.396,0.2429,-0.1118,-0.0675
2014-05-30,"['EUR', 'JPY']","['NZD', 'AUD']",0.0687,-0.14,-0.2667,-0.396,0.2429,-0.1118,-0.0675
2014-06-30,"['EUR', 'JPY']","['NZD', 'AUD']",0.0776,-0.1067,-0.1678,-0.302,0.1989,-0.0989,-0.0117
2014-07-31,"['EUR', 'JPY']","['NZD', 'AUD']",0.0959,-0.0708,-0.1345,-0.2493,0.1921,-0.0891,0.0003
2014-08-29,"['EUR', 'JPY']","['NZD', 'AUD']",0.0959,-0.0708,-0.1345,-0.2493,0.1921,-0.0891,0.0003
2014-09-30,"['EUR', 'JPY']","['NZD', 'AUD']",0.105,-0.076,-0.0962,-0.1702,0.2025,-0.0943,0.0293
2014-10-31,"['EUR', 'JPY']","['NZD', 'GBP']",0.125,-0.1003,-0.0587,-0.1185,0.2488,-0.0734,0.0322
2014-11-28,"['EUR', 'JPY']","['NZD', 'GBP']",0.125,-0.1003,-0.0587,-0.1185,0.2488,-0.0734,0.0322
2014-12-31,"['EUR', 'JPY']","['NZD', 'GBP']",0.1384,-0.0956,0.0141,-0.1001,0.2988,-0.0603,0.0628
2015-01-30,"['EUR', 'JPY']","['NZD', 'GBP']",0.1384,-0.0956,0.0141,-0.1001,0.2988,-0.0603,0.0628
2015-02-27,"['EUR', 'JPY']","['NZD', 'GBP']",0.1247,-0.1085,0.0371,-0.1213,0.3025,-0.0638,0.0792
2015-03-31,"['CAD', 'JPY']","['CHF', 'GBP']",0.1306,-0.1392,0.0693,-0.1181,0.2883,-0.1643,0.1414
2015-04-30,"['CAD', 'JPY']","['GBP', 'CHF']",0.1477,-0.1818,0.0881,-0.1333,0.284,-0.1368,0.1619
2015-05-29,"['CAD', 'JPY']","['GBP', 'CHF']",0.1477,-0.1818,0.0881,-0.1333,0.284,-0.1368,0.1619
2015-06-30,"['CAD', 'JPY']","['CHF', 'GBP']",0.0956,-0.1647,0.0509,-0.0917,0.2897,-0.1683,0.1358
2015-07-31,"['CAD', 'JPY']","['CHF', 'GBP']",0.0687,-0.1448,0.0574,-0.0402,0.3214,-0.1515,0.1513
2015-08-31,"['CAD', 'JPY']","['GBP', 'CHF']",0.0979,-0.1561,0.0946,0.0077,0.3262,-0.1015,0.1717
2015-09-30,"['CAD', 'JPY']","['GBP', 'CHF']",0.0712,-0.1437,0.1123,0.0045,0.3249,-0.0846,0.1817
2015-10-30,"['CAD', 'JPY']","['GBP', 'CHF']",0.0712,-0.1437,0.1123,0.0045,0.3249,-0.0846,0.1817
2015-11-30,"['CAD', 'JPY']","['GBP', 'CHF']",0.0937,-0.1693,0.16,0.0068,0.3127,-0.061,0.183
2015-12-31,"['CAD', 'JPY']","['GBP', 'CHF']",0.1115,-0.1708,0.1611,0.0452,0.3124,-0.053,0.1942
2016-01-29,"['CAD', 'JPY']","['GBP', 'CHF']",0.1115,-0.1708,0.1611,0.0452,0.3124,-0.053,0.1942
2016-02-29,"['CAD', 'JPY']","['GBP', 'CHF']",0.0642,-0.1098,0.1785,0.0247,0.2647,-0.0258,0.2512
2016-03-31,"['CAD', 'JPY']","['GBP', 'CHF']",0.0652,-0.0717,0.1837,0.0069,0.2427,-0.0337,0.2324
2016-04-29,"['CAD', 'JPY']","['GBP', 'CHF']",0.0652,-0.0717,0.1837,0.0069,0.2427,-0.0337,0.2324
2016-05-31,"['JPY', 'CAD']","['GBP', 'CHF']",0.0962,-0.0671,0.1649,0.0065,0.1962,-0.026,0.1996
2016-06-30,"['AUD', 'JPY']","['GBP', 'CHF']",0.0799,-0.0889,0.2017,0.0152,0.2028,0.0148,0.1944
2016-07-29,"['AUD', 'JPY']","['GBP', 'CHF']",0.0799,-0.0889,0.2017,0.0152,0.2028,0.0148,0.1944
2016-08-31,"['JPY', 'CAD']","['GBP', 'NZD']",0.0786,-0.0118,0.1739,0.0214,0.1746,0.0558,0.2007
2016-09-30,"['JPY', 'CAD']","['NZD', 'GBP']",0.0783,0.0157,0.1431,0.0062,0.1809,0.0993,0.1819
2016-10-31,"['CAD', 'JPY']","['NZD', 'GBP']",0.0712,0.0108,0.1378,-0.0205,0.2017,0.0269,0.1804
2016-11-30,"['CAD', 'JPY']","['NZD', 'CHF']",0.0782,0.0642,0.1195,-0.0347,0.2127,0.0026,0.1748
2016-12-30,"['CAD', 'JPY']","['NZD', 'CHF']",0.0782,0.0642,0.1195,-0.0347,0.2127,0.0026,0.1748
2017-01-31,"['CAD', 'JPY']","['NZD', 'CHF']",0.0732,0.0315,0.1318,-0.0744,0.2701,-0.0144,0.171
2017-02-28,"['CAD', 'JPY']","['NZD', 'CHF']",0.0491,0.0474,0.1422,-0.0491,0.2754,-0.0232,0.1668
2017-03-31,"['CAD', 'JPY']","['NZD', 'CHF']",0.0607,0.0384,0.1404,-0.0242,0.2461,-0.0194,0.1726
2017-04-28,"['CAD', 'JPY']","['NZD', 'CHF']",0.0607,0.0384,0.1404,-0.0242,0.2461,-0.0194,0.1726
2017-05-31,"['CAD', 'JPY']","['CHF', 'NZD']",0.0609,0.0488,0.13,0.0052,0.2027,-0.0114,0.2026
2017-06-30,"['CAD', 'JPY']","['NZD', 'CHF']",0.0312,0.0534,0.1272,-0.0286,0.2443,-0.0172,0.2081
2017-07-31,"['CAD', 'JPY']","['NZD', 'CHF']",0.0169,0.0638,0.1351,-0.0404,0.2523,-0.0297,0.1841
2017-08-31,"['CAD', 'JPY']","['CHF', 'NZD']",-0.0198,0.076,0.1458,-0.0301,0.2688,-0.0356,0.1606
2017-09-29,"['CAD', 'JPY']","['CHF', 'NZD']",-0.0198,0.076,0.1458,-0.0301,0.2688,-0.0356,0.1606
2017-10-31,"['CAD', 'JPY']","['EUR', 'CHF']",-0.0109,0.0759,0.134,0.0079,0.2639,-0.0034,0.1606
2017-11-30,"['CAD', 'JPY']","['EUR', 'CHF']",-0.0011,0.0697,0.1328,0.0266,0.2605,0.0078,0.1675
2017-12-29,"['CAD', 'JPY']","['EUR', 'CHF']",-0.0011,0.0697,0.1328,0.0266,0.2605,0.0078,0.1675
2018-01-31,"['CAD', 'JPY']","['EUR', 'CHF']",0.0061,0.0585,0.1665,0.0519,0.2108,0.0218,0.1743
2018-02-28,"['AUD', 'JPY']","['CHF', 'EUR']",0.0116,0.0382,0.1562,0.044,0.1573,0.0106,0.1545
2018-03-30,"['AUD', 'JPY']","['CHF', 'EUR']",0.0116,0.0382,0.1562,0.044,0.1573,0.0106,0.1545
2018-04-30,"['CAD', 'AUD']","['CHF', 'GBP']",0.0002,-0.0024,0.1832,0.0533,0.0773,-0.0032,0.1703
2018-05-31,"['CAD', 'AUD']","['EUR', 'GBP']",-0.0016,-0.0003,0.1922,0.0733,0.0617,0.0224,0.1598
2018-06-29,"['CAD', 'AUD']","['EUR', 'GBP']",-0.0016,-0.0003,0.1922,0.0733,0.0617,0.0224,0.1598
2018-07-31,"['AUD', 'CAD']","['CHF', 'EUR']",0.0271,0.0278,0.1152,0.0377,0.0695,0.0082,0.1638
2018-08-31,"['AUD', 'CAD']","['CHF', 'EUR']",0.0119,0.0183,0.0946,0.0524,0.0494,0.0026,0.1516
2018-09-28,"['AUD', 'CAD']","['CHF', 'EUR']",0.0119,0.0183,0.0946,0.0524,0.0494,0.0026,0.1516
2018-10-31,"['AUD', 'CAD']","['CHF', 'EUR']",0.0119,0.0492,0.1205,0.0899,0.0437,-0.022,0.1493
2018-11-30,"['CAD', 'AUD']","['CHF', 'EUR']",0.0283,0.0453,0.1382,0.1025,0.0491,0.0032,0.1363
2018-12-31,"['AUD', 'CAD']","['CHF', 'JPY']",0.0389,0.0543,0.1055,0.0675,0.0335,0.003,0.1403
2019-01-31,"['AUD', 'CAD']","['JPY', 'CHF']",0.0539,0.0835,0.0861,0.0645,-0.006,0.0068,0.1404
2019-02-28,"['AUD', 'CAD']","['JPY', 'CHF']",0.0567,0.0853,0.0895,0.0885,-0.032,0.0034,0.117
2019-03-29,"['AUD', 'CAD']","['JPY', 'CHF']",0.0567,0.0853,0.0895,0.0885,-0.032,0.0034,0.117
2019-04-30,"['CAD', 'AUD']","['JPY', 'CHF']",0.0798,0.0639,0.1231,0.1043,0.0135,0.0265,0.1055
2019-05-31,"['NZD', 'AUD']","['CHF', 'JPY']",0.0736,0.077,0.1381,0.1207,0.0325,0.0284,0.1149
2019-06-28,"['NZD', 'AUD']","['CHF', 'JPY']",0.0736,0.077,0.1381,0.1207,0.0325,0.0284,0.1149
2019-07-31,"['NZD', 'AUD']","['CHF', 'JPY']",0.046,0.1167,0.1571,0.1289,0.0004,0.0003,0.1207
2019-08-30,"['NZD', 'AUD']","['CHF', 'JPY']",0.046,0.1167,0.1571,0.1289,0.0004,0.0003,0.1207
2019-09-30,"['GBP', 'AUD']","['JPY', 'CHF']",0.0358,0.1406,0.1663,0.1235,-0.0372,-0.0232,0.1057
2019-10-31,"['GBP', 'AUD']","['JPY', 'CHF']",0.0302,0.117,0.1468,0.1153,-0.0595,-0.0231,0.1063
2019-11-29,"['GBP', 'AUD']","['JPY', 'CHF']",0.0302,0.117,0.1468,0.1153,-0.0595,-0.0231,0.1063
