month_end,n,k,longs,shorts,cot_EUR,cot_JPY,cot_CHF,cot_CAD,cot_AUD,cot_GBP,cot_NZD
2011-03-18,7,2,"['CAD', 'NZD']","['EUR', 'CHF']",-1.4876,-0.5453,-1.4172,-0.0299,-0.5357,-0.4639,2.7124
2011-03-25,7,2,"['JPY', 'NZD']","['EUR', 'GBP']",-1.4561,-0.7064,-1.0695,-0.7815,-0.8105,-1.4004,2.2414
2011-04-01,7,2,"['JPY', 'NZD']","['AUD', 'EUR']",-1.452,0.2868,-0.8685,-1.1503,-1.6164,-0.4153,1.6421
2011-04-08,7,2,"['NZD', 'JPY']","['AUD', 'GBP']",-1.3673,2.0551,-0.2108,-1.4865,-1.599,-1.4919,1.0015
2011-04-15,7,2,"['NZD', 'JPY']","['AUD', 'EUR']",-1.3731,2.2621,-0.4254,-1.3081,-1.4546,-1.1728,0.4432
2011-04-22,7,2,"['NZD', 'JPY']","['CAD', 'GBP']",-1.2694,2.2758,-0.4511,-1.3916,-1.2954,-1.3448,0.1766
2011-04-29,7,2,"['NZD', 'JPY']","['GBP', 'EUR']",-1.3143,1.9187,-0.4135,-1.1042,-1.0628,-1.3239,-0.0792
2011-05-06,7,2,"['NZD', 'JPY']","['EUR', 'GBP']",-1.7288,1.401,-0.3977,-0.7711,-0.6862,-1.1475,-0.0318
2011-05-13,7,2,"['CAD', 'JPY']","['EUR', 'GBP']",-1.1179,0.1063,-0.2364,-0.1087,-0.3374,-0.7844,-0.2426
2011-05-20,7,2,"['JPY', 'CAD']","['EUR', 'CHF']",-0.6722,0.0479,-0.2149,0.6677,-0.1162,0.0177,-0.1567
2011-05-27,7,2,"['GBP', 'CAD']","['AUD', 'NZD']",-0.1798,0.3763,-0.1277,0.9725,-0.3521,0.6166,-0.252
2011-06-03,7,2,"['CAD', 'JPY']","['CHF', 'AUD']",-0.1832,0.8337,-0.6159,0.6939,-0.5799,0.1385,-0.4825
2011-06-10,7,2,"['GBP', 'CAD']","['EUR', 'NZD']",-0.6615,0.0075,-0.0615,1.5597,-0.0151,0.182,-0.1075
2011-06-17,7,2,"['CHF', 'CAD']","['AUD', 'EUR']",-1.1199,-0.4204,-0.1258,1.294,-1.2399,-0.5234,-0.9192
2011-06-24,7,2,"['GBP', 'CAD']","['NZD', 'AUD']",-0.4866,-0.7105,0.0678,2.0541,-0.8266,0.9044,-0.9424
2011-07-01,7,2,"['GBP', 'CAD']","['NZD', 'EUR']",-0.6002,0.1564,0.6128,2.2734,-0.3508,1.269,-0.8898
2011-07-08,7,2,"['GBP', 'CHF']","['NZD', 'EUR']",-0.8408,0.1141,2.0937,1.618,-0.5653,1.811,-0.8692
2011-07-15,7,2,"['CHF', 'GBP']","['NZD', 'AUD']",0.2082,-0.3409,1.233,1.0377,-1.0099,1.4601,-1.0127
2011-07-22,7,2,"['CHF', 'GBP']","['AUD', 'NZD']",0.3393,-0.7272,0.4265,0.4035,-1.4855,0.6689,-1.1354
2011-07-29,7,2,"['GBP', 'CHF']","['AUD', 'NZD']",0.0818,-0.9193,1.5309,-0.0315,-1.3711,0.1944,-1.212
2011-08-05,7,2,"['CHF', 'EUR']","['NZD', 'JPY']",0.6703,-1.0354,0.4801,-0.2445,-0.9242,-0.0309,-1.2104
2011-08-12,7,2,"['CHF', 'AUD']","['NZD', 'JPY']",1.0414,-0.8342,2.2459,0.5498,2.293,0.2602,-1.1368
2011-08-19,7,2,"['CAD', 'AUD']","['NZD', 'JPY']",0.4695,-0.9435,0.8508,1.6678,2.043,0.466,-1.0331
2011-08-26,7,2,"['AUD', 'CAD']","['JPY', 'NZD']",0.6708,-0.8697,0.68,1.3137,0.9474,-0.3755,-0.7694
2011-09-02,7,2,"['AUD', 'CAD']","['JPY', 'NZD']",0.8179,-0.7194,0.5557,1.0482,0.8696,0.2783,-0.6509
2011-09-09,7,2,"['CAD', 'EUR']","['NZD', 'JPY']",2.0118,-0.4398,1.0873,1.8978,1.1574,1.0558,-0.6973
2011-09-16,7,2,"['EUR', 'CAD']","['JPY', 'NZD']",2.1441,-0.2861,1.5559,2.3035,1.7981,1.4385,-0.1348
2011-09-23,7,2,"['GBP', 'EUR']","['JPY', 'NZD']",3.0579,-0.8717,0.5746,2.0919,1.715,2.6624,-0.6104
2011-09-30,7,2,"['CAD', 'AUD']","['JPY', 'NZD']",2.7074,-0.7628,1.7455,3.04,3.4195,2.4499,0.3418
2011-10-07,7,2,"['AUD', 'CHF']","['JPY', 'NZD']",2.4482,-0.6995,3.3813,2.3104,2.5946,2.1697,1.203
2011-10-14,7,2,"['CHF', 'AUD']","['JPY', 'NZD']",2.07,-0.2616,2.6024,2.4105,2.6362,1.7783,0.8824
2011-10-21,7,2,"['CAD', 'CHF']","['JPY', 'NZD']",1.9789,-0.0296,3.1855,2.2338,1.9504,1.5402,0.5356
2011-10-28,7,2,"['CAD', 'CHF']","['JPY', 'NZD']",1.8112,-0.752,2.5031,1.8537,1.7549,1.4265,0.3671
2011-11-04,7,2,"['AUD', 'CHF']","['JPY', 'NZD']",1.428,-0.094,2.5642,1.6427,1.651,1.3013,0.0148
2011-11-11,7,2,"['CAD', 'AUD']","['JPY', 'NZD']",1.2548,-0.1691,1.0453,1.5836,1.608,0.8792,-0.1198
2011-11-18,7,2,"['AUD', 'CHF']","['JPY', 'NZD']",1.5503,-0.3309,2.2468,1.562,1.593,0.9446,0.1367
2011-11-25,7,2,"['AUD', 'CHF']","['JPY', 'NZD']",1.5603,-0.5724,2.9806,1.6367,1.7927,0.9588,0.6714
2011-12-02,7,2,"['AUD', 'CHF']","['JPY', 'GBP']",1.7014,-0.3547,3.0665,1.6324,1.9777,1.0084,1.4257
2011-12-09,7,2,"['EUR', 'CHF']","['JPY', 'GBP']",1.4819,-0.2087,2.8291,1.3339,1.2749,0.8255,1.3305
2011-12-16,7,2,"['EUR', 'CHF']","['JPY', 'GBP']",1.4989,-0.0104,2.1749,1.0433,1.1361,0.6908,1.0536
2011-12-23,7,2,"['NZD', 'EUR']","['JPY', 'GBP']",1.7213,-0.062,1.5247,1.3254,0.9725,0.4981,1.5969
2011-12-30,7,2,"['EUR', 'CHF']","['JPY', 'GBP']",1.7955,0.0011,2.5673,1.3911,0.6599,0.5844,1.2124
2012-01-06,7,2,"['EUR', 'CHF']","['JPY', 'AUD']",1.8222,-0.8852,2.4815,1.3788,0.027,0.6105,0.7785
2012-01-13,7,2,"['EUR', 'CHF']","['JPY', 'AUD']",1.8813,-0.9089,2.1328,1.4862,-0.1479,0.6657,0.1701
2012-01-20,7,2,"['EUR', 'CHF']","['JPY', 'NZD']",1.7972,-0.8188,2.0904,1.4095,-0.0123,0.7222,-0.2786
2012-01-27,7,2,"['EUR', 'CHF']","['AUD', 'JPY']",1.7433,-0.5402,2.009,1.0718,-0.5783,0.551,-0.5179
2012-02-03,7,2,"['EUR', 'CHF']","['AUD', 'JPY']",1.5703,-0.7026,1.7082,1.0368,-0.7102,0.3954,-0.3314
2012-02-10,7,2,"['EUR', 'CHF']","['NZD', 'AUD']",1.4071,-0.6153,1.4287,0.2854,-0.6218,0.5185,-1.2175
2012-02-17,7,2,"['EUR', 'CHF']","['NZD', 'AUD']",1.4234,-0.0304,1.7918,0.0066,-0.5158,0.6964,-1.1042
2012-02-24,7,2,"['EUR', 'CHF']","['NZD', 'AUD']",1.3136,0.3894,1.9333,-0.1604,-0.5992,0.4476,-1.0895
2012-03-02,7,2,"['EUR', 'CHF']","['NZD', 'AUD']",0.9744,0.9714,1.766,-0.4417,-0.5247,0.2286,-0.9308
2012-03-09,7,2,"['JPY', 'CHF']","['NZD', 'CAD']",0.9533,1.5255,1.6609,-0.5356,0.1238,0.5727,-0.5946
2012-03-16,7,2,"['CHF', 'JPY']","['CAD', 'NZD']",0.622,1.8341,1.2019,-0.4486,0.3735,0.5768,0.1928
2012-03-23,7,2,"['NZD', 'JPY']","['CAD', 'GBP']",0.5981,1.6061,1.1355,-0.7942,0.657,0.0251,1.2574
2012-03-30,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",0.7445,2.6512,1.4897,-0.6963,-0.1175,-0.155,1.3782
2012-04-06,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",0.5666,2.472,1.3614,-0.9438,0.3481,-0.3277,0.9431
2012-04-13,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",0.6761,2.4752,0.9469,-1.058,0.7548,0.0386,0.6874
2012-04-20,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",0.7566,2.3263,1.2595,-1.3713,0.2786,-0.3139,-0.237
2012-04-27,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",0.7103,2.3079,1.5401,-1.5855,0.3288,-1.2778,-0.2152
2012-05-04,7,2,"['CHF', 'JPY']","['CAD', 'GBP']",0.6387,2.0408,1.1941,-2.121,0.0404,-1.7032,0.2892
2012-05-11,7,2,"['AUD', 'JPY']","['GBP', 'CAD']",0.8748,1.6833,1.2195,-1.9372,1.2632,-2.0325,0.6011
2012-05-18,7,2,"['NZD', 'AUD']","['GBP', 'CAD']",1.0024,1.451,1.4133,-1.6702,2.0145,-1.945,1.6111
2012-05-25,7,2,"['NZD', 'AUD']","['GBP', 'CAD']",1.0929,0.9651,1.6155,-1.282,2.7225,-1.4119,2.5594
2012-06-01,7,2,"['NZD', 'AUD']","['CAD', 'GBP']",1.0444,0.7813,1.3232,-1.1403,3.0943,-1.016,3.0316
2012-06-08,7,2,"['NZD', 'AUD']","['GBP', 'CAD']",1.0894,0.196,1.4448,-0.3196,3.0846,-0.844,2.7895
2012-06-15,7,2,"['NZD', 'AUD']","['CAD', 'GBP']",0.7558,0.1845,0.9622,-0.1357,2.4547,-0.0538,2.1556
2012-06-22,7,2,"['AUD', 'NZD']","['CHF', 'CAD']",0.6826,-0.028,-0.0888,-0.0863,1.4254,0.0313,2.1432
2012-06-29,7,2,"['CHF', 'AUD']","['GBP', 'CAD']",0.928,0.2921,1.3192,-0.2515,1.3278,-0.9486,1.2819
2012-07-06,7,2,"['CHF', 'AUD']","['GBP', 'CAD']",0.8031,0.2884,0.8532,-0.2309,0.8663,-0.6009,0.5838
2012-07-13,7,2,"['CHF', 'EUR']","['GBP', 'CAD']",0.9155,0.1153,0.5778,0.0168,0.451,-0.4658,0.4082
2012-07-20,7,2,"['CHF', 'EUR']","['GBP', 'JPY']",0.9528,0.0451,0.8453,0.2763,0.6305,-0.4732,0.1987
2012-07-27,7,2,"['EUR', 'CHF']","['GBP', 'JPY']",0.6984,-0.317,0.9779,0.3037,0.1688,-0.7721,0.0219
2012-08-03,7,2,"['EUR', 'CHF']","['GBP', 'JPY']",0.4623,-0.5062,0.5331,-0.4835,-0.1481,-0.8585,-0.3271
2012-08-10,7,2,"['EUR', 'CHF']","['CAD', 'NZD']",0.1596,-0.3677,0.5135,-0.7643,-0.4939,-0.4482,-0.7248
2012-08-17,7,2,"['EUR', 'CHF']","['CAD', 'GBP']",0.2679,-0.4596,0.5574,-1.0339,-0.753,-0.9752,-0.7633
2012-08-24,7,2,"['JPY', 'CHF']","['CAD', 'GBP']",-0.17,0.021,0.2842,-1.5371,-1.0841,-1.5241,-0.8052
2012-08-31,7,2,"['JPY', 'CHF']","['CAD', 'GBP']",-0.9366,-0.2625,-0.2155,-1.6446,-0.901,-1.1376,-0.5745
2012-09-07,7,2,"['JPY', 'CHF']","['CAD', 'EUR']",-1.0335,-0.3273,-0.1044,-1.6465,-0.499,-0.5972,-0.5788
2012-09-14,7,2,"['AUD', 'NZD']","['EUR', 'CAD']",-1.6267,-0.4482,-0.6743,-1.6203,-0.4043,-0.7809,-0.2399
2012-09-21,7,2,"['AUD', 'JPY']","['GBP', 'CAD']",-1.1999,-0.1978,-1.0457,-1.4426,-0.8245,-1.6618,-1.1262
2012-09-28,7,2,"['NZD', 'JPY']","['GBP', 'EUR']",-2.078,-0.3564,-1.814,-1.9276,-1.2967,-2.0928,-1.2808
2012-10-05,7,2,"['AUD', 'JPY']","['GBP', 'EUR']",-1.9582,-0.5993,-1.7869,-1.8786,-0.7217,-2.1169,-1.3002
2012-10-12,7,2,"['JPY', 'AUD']","['CHF', 'GBP']",-0.9768,-0.157,-1.9261,-1.7193,0.0333,-1.8154,-0.9311
2012-10-19,7,2,"['JPY', 'AUD']","['EUR', 'CHF']",-1.7496,-0.0596,-1.7172,-1.6388,0.0781,-1.5927,-0.9244
2012-10-26,7,2,"['AUD', 'JPY']","['CHF', 'CAD']",-1.5842,0.8124,-2.3483,-1.5895,-0.0836,-1.5314,-0.9388
2012-11-02,7,2,"['AUD', 'JPY']","['CHF', 'GBP']",-1.5003,1.2759,-2.2419,-1.405,-0.2101,-1.6698,-0.8362
2012-11-09,7,2,"['AUD', 'JPY']","['CHF', 'GBP']",-1.1941,1.2116,-1.8116,-1.2577,-0.3996,-1.4002,-0.8637
2012-11-16,7,2,"['EUR', 'JPY']","['CAD', 'NZD']",-0.4909,0.9496,-0.5377,-0.9766,-0.5497,-0.8611,-0.9609
2012-11-23,7,2,"['CHF', 'JPY']","['NZD', 'CAD']",-0.1528,1.2735,0.0399,-0.8127,-0.4647,-0.4186,-1.0215
2012-11-30,7,2,"['AUD', 'JPY']","['CHF', 'EUR']",-0.9702,1.6078,-1.3111,-0.7968,-0.6013,-0.8938,-0.9289
2012-12-07,7,2,"['CAD', 'JPY']","['EUR', 'CHF']",-2.5728,1.6368,-1.8706,-0.655,-0.7993,-1.5773,-1.1664
2012-12-14,7,2,"['CAD', 'JPY']","['EUR', 'CHF']",-2.5548,1.3501,-2.0994,-0.6713,-0.8515,-1.5094,-0.882
2012-12-21,7,2,"['NZD', 'JPY']","['EUR', 'CHF']",-2.9578,1.6675,-2.2022,-0.5798,-0.9542,-1.4172,0.2027
2012-12-28,7,2,"['NZD', 'JPY']","['EUR', 'CHF']",-2.9615,1.552,-2.799,-1.0887,-0.7364,-1.8176,0.0691
2013-01-04,7,2,"['NZD', 'JPY']","['EUR', 'CHF']",-2.9188,1.3988,-2.5447,-1.2037,-0.8719,-1.7464,-0.4414
2013-01-11,7,2,"['NZD', 'JPY']","['CHF', 'EUR']",-2.2522,1.2298,-2.2723,-1.1185,-0.7207,-1.2705,-0.543
2013-01-18,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-2.56,1.0042,-2.452,-1.156,-0.723,-1.3597,-0.7385
2013-01-25,7,2,"['CAD', 'JPY']","['EUR', 'CHF']",-2.7241,0.9002,-1.7041,-0.7685,-0.861,-0.8191,-0.9596
2013-02-01,7,2,"['CAD', 'JPY']","['EUR', 'CHF']",-2.5912,0.8996,-1.3851,0.2884,-0.8716,-0.3972,-0.867
2013-02-08,7,2,"['CAD', 'JPY']","['EUR', 'CHF']",-2.5642,0.8273,-1.2504,0.6207,-0.7963,0.1135,-0.8653
2013-02-15,7,2,"['CAD', 'GBP']","['EUR', 'CHF']",-2.1442,0.6737,-1.2872,0.6854,-0.228,1.093,-0.8517
2013-02-22,7,2,"['CAD', 'GBP']","['EUR', 'NZD']",-1.9278,0.7157,-0.6911,1.1256,0.0252,1.3339,-1.058
2013-03-01,7,2,"['GBP', 'CAD']","['EUR', 'NZD']",-1.2458,0.6908,0.0416,2.4948,0.5726,1.7649,-0.894
2013-03-08,7,2,"['GBP', 'CAD']","['NZD', 'EUR']",-0.8143,0.6781,0.2185,2.8404,1.1339,1.8627,-0.8304
2013-03-15,7,2,"['GBP', 'CAD']","['EUR', 'NZD']",-0.8059,0.7592,0.1659,2.6299,0.6957,1.73,-0.7532
2013-03-22,7,2,"['CAD', 'GBP']","['AUD', 'EUR']",-0.2233,0.9248,0.2773,2.4165,-0.3784,2.6392,-0.0829
2013-03-29,7,2,"['GBP', 'CAD']","['AUD', 'NZD']",-0.1591,1.0821,0.4233,2.966,-0.7935,2.6038,-0.2825
2013-04-05,7,2,"['GBP', 'CAD']","['AUD', 'NZD']",0.0389,0.9301,0.3755,2.7138,-0.7928,2.4323,-0.2025
2013-04-12,7,2,"['GBP', 'CAD']","['AUD', 'NZD']",-0.1896,0.8877,0.3808,2.6391,-0.7281,2.4852,-0.692
2013-04-19,7,2,"['GBP', 'CAD']","['NZD', 'EUR']",-0.6347,1.2399,-0.418,2.4414,-0.2153,2.1245,-0.961
2013-04-26,7,2,"['GBP', 'CAD']","['CHF', 'NZD']",-0.5223,1.0499,-0.7852,2.1822,0.3754,1.9529,-0.7548
2013-05-03,7,2,"['GBP', 'CAD']","['NZD', 'EUR']",-0.6016,0.9138,0.1255,2.0564,0.375,1.8944,-0.7734
2013-05-10,7,2,"['CAD', 'GBP']","['NZD', 'EUR']",-0.4708,0.9709,-0.0266,1.7194,1.0922,1.9118,-0.7345
2013-05-17,7,2,"['AUD', 'GBP']","['NZD', 'EUR']",-0.2122,0.9924,0.6788,1.5242,1.6174,1.8067,-0.7113
2013-05-24,7,2,"['GBP', 'AUD']","['NZD', 'EUR']",0.3532,1.0956,0.9202,1.2375,2.0265,1.8994,-0.3472
2013-05-31,7,2,"['GBP', 'AUD']","['NZD', 'EUR']",0.4625,1.1135,1.4744,1.1644,2.2706,1.6505,-0.0094
2013-06-07,7,2,"['GBP', 'AUD']","['EUR', 'JPY']",-0.0793,0.8542,1.4245,1.278,2.6678,1.7436,1.3437
2013-06-14,7,2,"['NZD', 'AUD']","['EUR', 'JPY']",-1.0693,0.5024,1.0108,1.1379,2.5841,1.0405,2.2602
2013-06-21,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-1.6766,0.7984,-1.4666,0.9093,2.7977,0.4983,2.0922
2013-06-28,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-1.5529,0.7829,-0.9628,0.643,2.6253,0.5464,3.5427
2013-07-05,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-0.6152,0.8096,-0.5098,0.7217,2.5538,0.9537,3.38
2013-07-12,7,2,"['AUD', 'NZD']","['CHF', 'EUR']",-0.0165,0.9359,-0.2687,0.8308,2.263,0.9205,3.0087
2013-07-19,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-0.0549,1.0533,0.1771,0.758,2.2122,0.9544,3.2777
2013-07-26,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-0.2765,1.0087,0.3888,0.7197,1.9664,1.3595,2.7058
2013-08-02,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-0.8064,0.9932,-0.2484,0.5938,1.923,1.3189,2.1075
2013-08-09,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-1.1826,0.9503,-0.3783,0.561,1.8611,1.1697,2.306
2013-08-16,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-1.4283,0.9312,-0.7297,0.5083,1.6414,1.1454,1.625
2013-08-23,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-1.8449,0.7808,-0.4102,0.4912,1.5765,0.9345,0.9642
2013-08-30,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-1.8395,0.7767,-0.4031,0.7553,1.6153,0.7612,1.5029
2013-09-06,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-1.348,0.7615,-0.478,0.8836,1.5311,0.8258,1.7212
2013-09-13,7,2,"['AUD', 'NZD']","['EUR', 'CHF']",-1.0277,0.9527,-0.3653,0.7987,1.3205,0.472,1.5749
2013-09-20,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-1.5786,1.0622,-0.4118,0.4944,0.9363,-0.3347,0.1394
2013-09-27,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-2.1428,1.2758,-1.132,0.2132,1.0872,-0.6134,-0.0667
2013-10-04,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-2.0606,1.004,-1.105,0.0614,0.9829,-0.6471,-0.3385
2013-10-11,7,2,"['CAD', 'AUD']","['EUR', 'CHF']",-1.9159,-0.2553,-1.3949,0.239,0.8683,-0.8629,-0.2763
2013-10-18,7,2,"['CAD', 'AUD']","['EUR', 'CHF']",-1.6828,-0.0991,-1.3971,0.2833,0.9348,-0.9716,-0.4667
2013-10-25,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-1.7381,1.1614,-1.3297,0.0951,0.6627,-1.0431,-0.3454
2013-11-01,7,2,"['CAD', 'AUD']","['EUR', 'CHF']",-1.603,0.3187,-1.299,0.3454,0.6473,-0.9504,-0.2467
2013-11-08,7,2,"['AUD', 'JPY']","['CHF', 'EUR']",-0.9203,0.6627,-0.964,0.3941,0.6603,-0.5968,-0.1936
2013-11-15,7,2,"['AUD', 'JPY']","['EUR', 'CHF']",-0.5714,1.4072,-0.4922,0.2988,0.8271,-0.3952,-0.3396
2013-11-22,7,2,"['AUD', 'JPY']","['GBP', 'CHF']",-0.3389,1.925,-0.5517,0.2653,0.7969,-0.6407,-0.4923
2013-11-29,7,2,"['AUD', 'JPY']","['GBP', 'CHF']",-0.0656,1.7728,-0.6519,0.5702,0.8773,-0.71,-0.4255
2013-12-06,7,2,"['AUD', 'JPY']","['GBP', 'CHF']",-0.2823,2.0078,-0.8176,0.784,1.0367,-1.1351,-0.1725
2013-12-13,7,2,"['CAD', 'JPY']","['GBP', 'CHF']",-0.3613,1.2317,-1.0351,1.0381,0.9887,-1.1311,-0.2299
2013-12-20,7,2,"['AUD', 'JPY']","['CHF', 'GBP']",-0.7615,2.0606,-1.3623,0.9753,1.236,-1.2634,0.1953
2013-12-27,7,2,"['AUD', 'JPY']","['CHF', 'GBP']",-0.8193,2.444,-1.2586,1.1283,1.2044,-1.1919,0.0815
2014-01-03,7,2,"['AUD', 'JPY']","['GBP', 'CHF']",-0.7564,2.0583,-1.1539,1.1134,1.2215,-1.4423,0.0263
2014-01-10,7,2,"['AUD', 'JPY']","['GBP', 'CHF']",-0.3428,1.6875,-0.6255,1.1029,1.1443,-1.3674,-0.1162
2014-01-17,7,2,"['CAD', 'JPY']","['GBP', 'NZD']",-0.203,1.3937,0.338,1.165,1.1013,-1.1819,-0.2353
2014-01-24,7,2,"['JPY', 'CAD']","['GBP', 'NZD']",0.1067,1.1986,0.187,1.3235,1.0961,-1.1209,-0.0809
2014-01-31,7,2,"['AUD', 'CAD']","['GBP', 'NZD']",-0.3299,-0.0889,-0.0239,1.2262,1.1085,-1.4685,-0.3663
2014-02-07,7,2,"['AUD', 'CAD']","['GBP', 'JPY']",0.2932,-0.6008,-0.3925,1.0645,0.9489,-1.1708,-0.2093
2014-02-14,7,2,"['AUD', 'CAD']","['GBP', 'JPY']",0.1236,-0.4462,-0.1758,1.0568,0.8696,-1.1275,-0.2303
2014-02-21,7,2,"['AUD', 'CAD']","['GBP', 'JPY']",-0.2208,-0.5145,0.2136,1.3864,0.8468,-1.3185,-0.3079
2014-02-28,7,2,"['AUD', 'CAD']","['GBP', 'NZD']",-0.3181,-0.3019,-0.1235,1.2885,0.6807,-1.3745,-0.6562
2014-03-07,7,2,"['AUD', 'CAD']","['GBP', 'NZD']",-0.4848,-0.7696,-0.2693,1.2508,0.6265,-1.3435,-0.7834
2014-03-14,7,2,"['AUD', 'CAD']","['GBP', 'CHF']",-0.6826,-0.475,-0.8111,0.6554,0.3863,-1.1396,-0.5041
2014-03-21,7,2,"['AUD', 'CAD']","['CHF', 'GBP']",-1.1874,-0.7914,-1.7389,0.8827,0.2098,-1.2775,-0.6948
2014-03-28,7,2,"['AUD', 'CAD']","['CHF', 'GBP']",-0.845,-0.1252,-1.7029,-0.0309,-0.085,-1.3571,-0.9151
2014-04-04,7,2,"['JPY', 'CAD']","['CHF', 'GBP']",-0.6665,0.3681,-1.5704,0.4729,-1.1113,-1.3642,-0.9657
2014-04-11,7,2,"['CAD', 'JPY']","['AUD', 'GBP']",-0.3789,0.5003,-1.2503,0.2833,-1.763,-1.5495,-1.0826
2014-04-18,7,2,"['EUR', 'CAD']","['AUD', 'GBP']",-0.4427,-0.4708,-1.3845,0.4023,-2.2157,-1.5763,-1.0888
2014-04-25,7,2,"['EUR', 'CAD']","['AUD', 'GBP']",-0.3774,-0.6444,-1.3941,0.4463,-2.683,-1.4025,-1.1688
2014-05-02,7,2,"['EUR', 'CAD']","['AUD', 'CHF']",-0.337,-0.5039,-1.2858,0.0398,-2.4308,-1.2773,-1.1684
2014-05-09,7,2,"['EUR', 'CAD']","['AUD', 'JPY']",-0.4712,-1.3206,-0.9619,0.1655,-2.305,-1.1359,-1.1987
2014-05-16,7,2,"['CAD', 'EUR']","['AUD', 'NZD']",0.4897,-0.8709,-0.448,-0.1899,-2.6145,-0.9372,-1.1925
2014-05-23,7,2,"['CHF', 'EUR']","['AUD', 'JPY']",0.7838,-1.8142,-0.1369,-0.1469,-2.5358,-0.9148,-0.9838
2014-05-30,7,2,"['CHF', 'EUR']","['AUD', 'JPY']",1.1414,-1.2326,1.0957,-0.5626,-2.1903,-0.9331,-1.008
2014-06-06,7,2,"['CHF', 'EUR']","['AUD', 'NZD']",1.7299,-0.2256,0.9815,-0.4891,-2.2743,-0.8952,-0.9636
2014-06-13,7,2,"['CHF', 'EUR']","['AUD', 'GBP']",2.1278,-0.6353,1.2389,-0.3372,-2.2325,-0.7803,-0.646
2014-06-20,7,2,"['NZD', 'EUR']","['AUD', 'GBP']",2.332,-0.0925,-0.0943,-0.5733,-2.3012,-1.203,0.8955
2014-06-27,7,2,"['CHF', 'EUR']","['AUD', 'CAD']",2.036,0.4473,1.9333,-1.4787,-2.3594,-1.0731,0.6692
2014-07-04,7,2,"['EUR', 'CHF']","['AUD', 'CAD']",2.0411,-1.2225,2.1612,-2.008,-2.2343,-1.1803,0.4099
2014-07-11,7,2,"['EUR', 'CHF']","['CAD', 'AUD']",1.9707,-0.4902,1.9902,-2.2898,-2.163,-0.8046,-0.1164
2014-07-18,7,2,"['CHF', 'EUR']","['CAD', 'AUD']",1.9549,-0.7068,1.8489,-2.4093,-2.0913,-0.7046,-0.4027
2014-07-25,7,2,"['CHF', 'EUR']","['CAD', 'AUD']",2.3047,-1.7627,1.9211,-2.4847,-1.891,-0.4347,-0.3319
2014-08-01,7,2,"['CHF', 'EUR']","['CAD', 'AUD']",2.4281,-0.3487,2.296,-2.4683,-1.8414,-0.34,-0.5011
2014-08-08,7,2,"['EUR', 'CHF']","['CAD', 'AUD']",2.4712,0.7144,2.5027,-2.317,-1.6462,0.0948,-0.855
2014-08-15,7,2,"['EUR', 'CHF']","['CAD', 'AUD']",2.2632,-0.3761,2.3442,-2.077,-1.4904,-0.0989,-0.6317
2014-08-22,7,2,"['CHF', 'EUR']","['AUD', 'CAD']",2.1976,-0.2587,2.0616,-1.4544,-1.548,0.2195,-0.4005
2014-08-29,7,2,"['CHF', 'EUR']","['AUD', 'CAD']",2.1832,0.3788,1.6273,-1.336,-1.5871,0.2024,-0.375
2014-09-05,7,2,"['CHF', 'EUR']","['AUD', 'CAD']",2.0964,0.9008,1.4366,-1.4613,-1.6371,0.6534,0.1635
2014-09-12,7,2,"['CHF', 'EUR']","['CAD', 'AUD']",1.685,-0.7907,1.1912,-1.5321,-1.2513,-0.1028,0.7913
2014-09-19,7,2,"['GBP', 'NZD']","['CAD', 'AUD']",1.6996,-0.6782,1.2972,-1.2559,-0.9073,2.169,3.3241
2014-09-26,7,2,"['EUR', 'NZD']","['CAD', 'AUD']",1.6813,0.4731,1.4827,-1.0905,-0.425,1.5451,2.6855
2014-10-03,7,2,"['EUR', 'NZD']","['CAD', 'AUD']",1.517,0.9254,1.2422,-0.6247,-0.1095,1.0412,3.1286
2014-10-10,7,2,"['GBP', 'NZD']","['CAD', 'AUD']",1.5009,0.8829,1.1256,-0.5065,0.4835,1.5229,2.86
2014-10-17,7,2,"['GBP', 'NZD']","['CAD', 'JPY']",1.5113,0.4249,1.4723,-0.0889,0.6622,1.6341,3.1248
