month_end,n,k,longs,shorts,cot_EUR,cot_AUD,cot_JPY,cot_CHF,cot_CAD,cot_GBP,cot_NZD
2009-08-31,7,2,"['EUR', 'GBP']","['CHF', 'CAD']",0.1345,-0.4152,-0.5956,-2.0661,-1.3606,0.3855,-0.9735
2009-09-30,7,2,"['EUR', 'GBP']","['CHF', 'JPY']",-0.3317,-0.4862,-1.4443,-2.2537,-1.2635,1.3225,-1.1421
2009-10-30,7,2,"['EUR', 'GBP']","['CHF', 'CAD']",-0.1736,-0.464,-0.5198,-1.7062,-1.0822,1.0025,-0.6686
2009-11-30,7,2,"['EUR', 'GBP']","['CHF', 'JPY']",0.2424,-0.1353,-1.3822,-1.7871,-0.7696,0.3831,-0.4487
2009-12-31,7,2,"['GBP', 'EUR']","['CAD', 'NZD']",1.2313,-0.0695,0.1942,0.1598,-0.7612,0.9567,-0.3897
2010-01-29,7,2,"['GBP', 'EUR']","['CHF', 'CAD']",1.6386,-0.3198,0.3512,-0.836,-0.6883,0.8466,-0.0964
2010-02-26,7,2,"['GBP', 'EUR']","['CAD', 'AUD']",2.131,-0.1793,0.207,0.4999,-0.6625,1.3863,0.1008
2010-03-31,7,2,"['GBP', 'EUR']","['CAD', 'AUD']",2.1987,-0.8483,-0.1364,-0.0707,-1.4214,1.459,0.0772
2010-04-30,7,2,"['JPY', 'EUR']","['CAD', 'NZD']",2.0231,-0.6653,1.8585,0.8556,-1.062,1.106,-0.788
2010-05-31,7,2,"['GBP', 'EUR']","['NZD', 'CAD']",1.9365,0.5278,0.665,0.8512,-0.1475,1.1812,-0.3161
2010-06-30,7,2,"['CHF', 'EUR']","['CAD', 'JPY']",1.5562,0.4356,0.2291,0.8235,-0.6179,0.7196,0.6885
2010-07-30,7,2,"['GBP', 'EUR']","['NZD', 'AUD']",0.4643,-0.7143,-0.6766,-0.5591,-0.5609,-0.1565,-0.8733
2010-08-31,7,2,"['CAD', 'EUR']","['JPY', 'CHF']",0.4169,-0.61,-1.2458,-1.0486,-0.0948,-0.666,-0.6481
2010-09-30,7,2,"['GBP', 'EUR']","['CHF', 'NZD']",-0.2137,-0.851,-0.3834,-1.2011,-0.6699,-0.3341,-1.1129
2010-10-29,7,2,"['AUD', 'CAD']","['GBP', 'EUR']",-1.1231,-0.5737,-0.855,-0.9745,-0.2782,-1.2346,-0.8471
2010-11-30,7,2,"['EUR', 'AUD']","['GBP', 'NZD']",0.1107,0.2368,-0.3282,-0.8135,-0.3778,-1.537,-1.0686
2010-12-31,7,2,"['NZD', 'EUR']","['CHF', 'AUD']",0.7322,-0.9628,-0.6265,-1.1142,-0.7906,-0.3364,-0.0226
2011-01-31,7,2,"['AUD', 'NZD']","['GBP', 'EUR']",-0.9019,-0.4175,-0.6463,-0.5608,-0.5875,-1.5539,-0.0569
2011-02-28,7,2,"['NZD', 'JPY']","['GBP', 'CAD']",-1.4705,-0.9511,1.8574,-0.9854,-1.5075,-2.3866,0.0356
2011-03-31,7,2,"['JPY', 'NZD']","['GBP', 'EUR']",-1.6049,-0.8721,-0.8137,-1.2944,-1.0363,-2.245,1.1835
2011-04-29,7,2,"['NZD', 'JPY']","['GBP', 'EUR']",-1.6684,-1.0788,2.1105,-0.7946,-1.1191,-2.2114,-0.3967
2011-05-31,7,2,"['CAD', 'JPY']","['AUD', 'CHF']",-0.526,-0.7297,0.1997,-0.6538,-0.0699,-0.3314,-0.4591
2011-06-30,7,2,"['GBP', 'CAD']","['AUD', 'NZD']",-0.9283,-1.0144,-0.9352,-0.654,0.5787,-0.3316,-0.9422
2011-07-29,7,2,"['CAD', 'CHF']","['AUD', 'NZD']",-0.578,-1.228,-1.0924,-0.331,-0.5008,-0.9434,-1.1373
2011-08-31,7,2,"['EUR', 'CAD']","['GBP', 'JPY']",-0.151,-0.3008,-0.9913,-0.485,0.3915,-1.3049,-0.868
2011-09-30,7,2,"['CAD', 'EUR']","['JPY', 'NZD']",1.9173,1.269,-0.8595,-0.0956,1.854,0.9878,-0.117
2011-10-31,7,2,"['CAD', 'EUR']","['JPY', 'NZD']",1.5392,0.7873,-0.8123,0.5165,1.4418,0.4537,0.0121
2011-11-30,7,2,"['EUR', 'CAD']","['JPY', 'GBP']",1.5016,1.0921,-0.6316,1.1389,1.5161,0.1898,0.3102
2011-12-30,7,2,"['CHF', 'EUR']","['JPY', 'GBP']",2.0216,0.3646,-0.1135,1.6207,1.5713,-0.0844,0.8791
2012-01-31,7,2,"['CHF', 'EUR']","['AUD', 'JPY']",2.1997,-0.7885,-0.6934,1.6746,1.4837,-0.0292,-0.3324
2012-02-29,7,2,"['EUR', 'CHF']","['NZD', 'AUD']",1.8424,-0.7983,0.1237,1.975,0.3141,0.0077,-0.8704
2012-03-30,7,2,"['CHF', 'JPY']","['GBP', 'AUD']",1.2529,-0.0551,2.7365,1.7916,0.0014,-0.3606,1.2425
2012-04-30,7,2,"['CHF', 'JPY']","['GBP', 'CAD']",1.2812,0.6882,2.2842,1.9957,-0.6369,-0.919,-0.1508
2012-05-31,7,2,"['NZD', 'AUD']","['GBP', 'CAD']",1.6852,3.8265,1.0214,2.1287,-0.4175,-0.9469,2.4611
2012-06-29,7,2,"['CHF', 'AUD']","['GBP', 'JPY']",1.5192,2.3373,0.3516,1.868,0.6228,-0.6197,1.6782
2012-07-31,7,2,"['EUR', 'CHF']","['GBP', 'JPY']",1.3297,0.976,-0.2684,1.593,1.2181,-0.5274,0.3736
2012-08-31,7,2,"['EUR', 'CHF']","['CAD', 'GBP']",0.6886,-0.2446,-0.1111,0.8166,-0.8638,-0.7084,-0.1681
2012-09-28,7,2,"['CHF', 'EUR']","['CAD', 'GBP']",0.2845,-0.784,-0.1744,0.1179,-1.5164,-1.3197,-0.8958
2012-10-31,7,2,"['AUD', 'JPY']","['CAD', 'GBP']",0.3399,0.5261,1.0275,-0.2524,-1.4705,-1.085,-0.7052
2012-11-30,7,2,"['EUR', 'JPY']","['NZD', 'GBP']",0.5416,-0.1807,1.9622,0.2324,-0.7508,-0.7963,-0.8121
2012-12-31,7,2,"['NZD', 'JPY']","['GBP', 'CAD']",-0.6941,-0.4294,2.0403,-0.9927,-1.1523,-1.3871,0.1876
2013-01-31,7,2,"['AUD', 'JPY']","['EUR', 'NZD']",-1.1111,-0.5944,1.4957,-0.6995,-0.9322,-0.8901,-1.0122
2013-02-28,7,2,"['AUD', 'JPY']","['NZD', 'EUR']",-0.9863,0.506,1.364,0.0198,0.479,0.2488,-1.0774
2013-03-29,7,2,"['JPY', 'CAD']","['AUD', 'NZD']",0.3149,-0.3864,1.6502,0.9148,2.763,1.2476,-0.26
2013-04-30,7,2,"['JPY', 'CAD']","['NZD', 'CHF']",-0.0095,0.9056,1.599,-0.1382,2.5728,1.2565,-0.8246
2013-05-31,7,2,"['JPY', 'AUD']","['NZD', 'EUR']",0.676,2.8872,1.6895,1.5935,1.5843,1.5436,-0.201
2013-06-28,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-0.9206,3.2014,1.4399,-0.3327,0.9695,0.5977,2.3014
2013-07-31,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-0.0763,2.7429,1.6387,0.5751,1.0893,1.5915,2.4409
2013-08-30,7,2,"['NZD', 'AUD']","['EUR', 'CHF']",-1.2112,2.5089,1.4562,-0.1145,1.222,1.0645,1.5816
2013-09-30,7,2,"['JPY', 'AUD']","['EUR', 'CHF']",-1.574,1.9351,1.6458,-0.7033,0.6351,-0.374,-0.0626
2013-10-31,7,2,"['JPY', 'AUD']","['EUR', 'CHF']",-1.5669,1.4691,1.3786,-0.9896,0.6076,-0.7676,-0.359
2013-11-29,7,2,"['JPY', 'AUD']","['CHF', 'EUR']",-0.5265,1.7659,1.4525,-0.5927,1.2118,-0.3829,-0.4388
2013-12-31,7,2,"['CAD', 'AUD']","['CHF', 'EUR']",-1.0299,2.1267,1.6239,-1.1301,1.7448,-0.743,0.1582
2014-01-31,7,2,"['CAD', 'AUD']","['GBP', 'EUR']",-0.7163,1.9853,0.9692,-0.1162,1.6359,-0.8927,-0.2535
2014-02-28,7,2,"['CAD', 'AUD']","['GBP', 'EUR']",-0.717,1.6107,0.9122,-0.2233,1.6032,-1.0222,-0.4603
2014-03-31,7,2,"['CAD', 'AUD']","['CHF', 'GBP']",-1.1577,1.0929,0.9253,-1.6454,0.9478,-1.2334,-0.6847
2014-04-30,7,2,"['JPY', 'CAD']","['GBP', 'CHF']",-0.9768,-0.1086,0.8216,-1.562,1.0737,-1.5915,-0.9253
2014-05-30,7,2,"['CAD', 'JPY']","['GBP', 'NZD']",-0.3622,-0.1245,0.642,0.1337,0.5475,-1.2423,-0.7468
2014-06-30,7,2,"['NZD', 'JPY']","['GBP', 'AUD']",0.1782,-0.7186,0.9754,0.4757,0.1039,-1.4618,0.9136
2014-07-31,7,2,"['JPY', 'CHF']","['GBP', 'AUD']",0.4265,-0.8359,0.4544,0.5903,-0.6755,-0.9358,-0.2717
2014-08-29,7,2,"['JPY', 'EUR']","['AUD', 'GBP']",0.8745,-0.9518,0.8723,0.7586,-0.2865,-0.6529,-0.4733
2014-09-30,7,2,"['JPY', 'NZD']","['CAD', 'GBP']",0.7852,0.0403,0.8463,0.7899,-0.2271,-0.1937,1.2216
2014-10-31,7,2,"['CHF', 'NZD']","['GBP', 'JPY']",0.8649,1.1395,0.3912,1.2136,0.7152,0.0844,2.3104
2014-11-28,7,2,"['CHF', 'NZD']","['CAD', 'JPY']",0.7657,1.2824,0.5269,1.2947,0.5064,0.9309,1.8941
2014-12-31,7,2,"['AUD', 'NZD']","['CAD', 'GBP']",0.9267,1.1731,0.5035,0.9246,0.3747,0.5009,1.6838
2015-01-30,7,2,"['GBP', 'NZD']","['JPY', 'CHF']",1.0629,1.27,0.0106,0.3044,0.701,1.3391,1.8151
2015-02-27,7,2,"['AUD', 'NZD']","['JPY', 'CHF']",1.0826,1.3928,-0.4743,0.2107,1.0042,0.6176,1.7379
2015-03-31,7,2,"['NZD', 'EUR']","['JPY', 'CHF']",1.3701,0.6006,-0.3801,0.0628,0.9557,1.1491,1.2527
2015-04-30,7,2,"['GBP', 'EUR']","['JPY', 'CHF']",1.2939,0.6152,-1.2364,-0.4695,0.5765,0.8186,-0.0416
2015-05-29,7,2,"['EUR', 'NZD']","['CHF', 'CAD']",0.9964,-0.2266,-0.3509,-1.6498,-0.4938,0.6336,1.7277
2015-06-30,7,2,"['CAD', 'NZD']","['CHF', 'JPY']",0.5342,0.1607,0.1403,-1.8023,0.5443,0.4966,2.1466
2015-07-31,7,2,"['CAD', 'NZD']","['JPY', 'CHF']",0.5942,0.8334,-0.4807,-0.185,0.9948,0.0718,1.9766
2015-08-31,7,2,"['NZD', 'CHF']","['JPY', 'GBP']",0.0701,0.9794,-1.34,1.4859,0.971,-0.3884,1.3666
2015-09-30,7,2,"['AUD', 'NZD']","['JPY', 'GBP']",0.4633,0.92,-1.6846,0.1004,0.6555,-0.3438,1.0396
2015-10-30,7,2,"['AUD', 'EUR']","['JPY', 'GBP']",0.5696,0.5441,-1.4921,-0.35,0.0443,-0.4928,0.1541
2015-11-30,7,2,"['EUR', 'CHF']","['JPY', 'NZD']",1.1225,0.8872,-0.3996,1.3305,0.5402,0.8171,0.3159
2015-12-31,7,2,"['CAD', 'EUR']","['JPY', 'CHF']",1.0796,0.2428,-1.6332,-0.4626,0.9034,0.4693,0.6768
2016-01-29,7,2,"['NZD', 'CAD']","['JPY', 'CHF']",0.6434,0.4287,-3.6967,0.1768,1.3332,0.665,1.1617
2016-02-29,7,2,"['GBP', 'NZD']","['JPY', 'AUD']",-0.3664,-0.9369,-3.1722,0.0036,0.1586,0.3566,1.1746
2016-03-31,7,2,"['NZD', 'GBP']","['JPY', 'AUD']",0.0814,-1.2852,-3.4792,-0.7665,-0.3946,0.5454,0.3643
2016-04-29,7,2,"['NZD', 'GBP']","['JPY', 'AUD']",-0.3357,-2.1953,-2.9752,-1.229,-2.0328,0.9085,-0.2809
2016-05-31,7,2,"['NZD', 'GBP']","['CAD', 'JPY']",-0.3549,-0.6014,-1.6469,-0.487,-2.2249,0.514,0.0581
2016-06-30,7,2,"['NZD', 'GBP']","['JPY', 'CAD']",0.0402,-0.2256,-2.3428,-0.9354,-1.2088,1.4408,0.6674
2016-07-29,7,2,"['EUR', 'GBP']","['CAD', 'AUD']",0.4562,-1.7787,-1.6044,-0.1356,-2.1077,2.0793,0.4229
2016-08-31,7,2,"['NZD', 'GBP']","['JPY', 'AUD']",0.0647,-1.8209,-1.9861,-0.2868,-1.6117,2.2616,0.5082
2016-09-30,7,2,"['NZD', 'GBP']","['JPY', 'AUD']",0.1124,-0.9023,-2.0599,0.7235,-0.223,2.0011,0.8983
2016-10-31,7,2,"['CHF', 'GBP']","['JPY', 'AUD']",0.3092,-1.2215,-1.4026,1.3082,-0.1914,1.5177,0.4016
2016-11-30,7,2,"['GBP', 'CHF']","['AUD', 'JPY']",0.2553,-1.3132,-0.659,1.6977,-0.0273,1.3757,0.3741
2016-12-30,7,2,"['GBP', 'NZD']","['CAD', 'EUR']",-0.469,-0.1195,0.857,0.6696,-0.7124,1.0538,1.2151
2017-01-31,7,2,"['GBP', 'CHF']","['CAD', 'EUR']",-0.8268,-0.5409,0.6901,1.1752,-0.918,1.0826,1.026
2017-02-28,7,2,"['CHF', 'GBP']","['CAD', 'AUD']",-0.779,-1.0054,0.3872,0.5844,-1.7727,1.2003,-0.0332
2017-03-31,7,2,"['CHF', 'GBP']","['EUR', 'AUD']",-1.8636,-1.4824,0.4891,1.5048,0.6884,1.8048,1.4123
2017-04-28,7,2,"['CHF', 'NZD']","['EUR', 'AUD']",-1.7598,-1.4153,0.0447,1.3707,0.8447,1.2837,1.4504
2017-05-31,7,2,"['CHF', 'CAD']","['EUR', 'GBP']",-3.268,-0.0496,0.45,1.3803,2.0065,-0.4704,0.8368
2017-06-30,7,2,"['JPY', 'CAD']","['EUR', 'NZD']",-2.7691,-0.8054,0.7895,0.0797,1.1715,0.2767,-2.119
2017-07-31,7,2,"['CHF', 'JPY']","['NZD', 'EUR']",-2.7652,-1.5532,1.4166,-0.3379,-1.5108,-0.3978,-2.9046
2017-08-31,7,2,"['GBP', 'JPY']","['EUR', 'NZD']",-2.4093,-1.4625,0.8226,-0.2334,-2.0863,0.2413,-2.2496
2017-09-29,7,2,"['CHF', 'JPY']","['CAD', 'EUR']",-2.2361,-1.7501,0.8545,-0.2187,-2.62,-1.9562,-1.0519
2017-10-31,7,2,"['CHF', 'JPY']","['CAD', 'EUR']",-1.9616,-1.3873,1.1128,0.4762,-2.3832,-1.5728,-0.1194
2017-11-30,7,2,"['JPY', 'CHF']","['EUR', 'CAD']",-1.9109,-0.8911,1.295,1.3775,-1.7601,-1.5732,0.8901
2017-12-29,7,2,"['JPY', 'NZD']","['GBP', 'EUR']",-1.6621,0.6522,1.3783,0.4223,-0.9478,-1.9825,1.469
2018-01-31,7,2,"['CHF', 'JPY']","['GBP', 'EUR']",-1.7868,-0.1783,1.3787,1.1214,-0.845,-2.3489,0.0123
2018-02-28,7,2,"['CHF', 'JPY']","['EUR', 'GBP']",-1.6119,-0.0913,0.9684,0.699,-0.8985,-1.4767,-0.1488
2018-03-30,7,2,"['CHF', 'CAD']","['GBP', 'EUR']",-1.7297,0.0709,-0.3225,0.5977,0.7007,-2.3762,-1.6514
2018-04-30,7,2,"['AUD', 'CAD']","['GBP', 'NZD']",-1.5939,0.5216,-0.4027,0.2346,0.6851,-2.1954,-1.8083
2018-05-31,7,2,"['AUD', 'CHF']","['EUR', 'GBP']",-1.2817,0.961,-0.3229,1.2682,0.594,-1.0458,0.0642
2018-06-29,7,2,"['AUD', 'NZD']","['EUR', 'GBP']",-0.5833,1.5548,0.4123,1.4909,0.6548,-0.0455,1.5764
2018-07-31,7,2,"['NZD', 'CHF']","['EUR', 'GBP']",-0.4987,1.7033,0.9065,1.8781,1.02,0.6549,1.8659
2018-08-31,7,2,"['NZD', 'CHF']","['EUR', 'JPY']",-0.1203,1.5894,0.4927,1.864,0.5323,0.9234,1.657
2018-09-28,7,2,"['NZD', 'AUD']","['EUR', 'CAD']",-0.1919,2.1105,0.9642,0.6577,0.5533,0.8965,2.0086
2018-10-31,7,2,"['NZD', 'AUD']","['CAD', 'EUR']",0.168,2.0011,1.111,0.3669,0.1044,0.3375,1.8821
2018-11-30,7,2,"['NZD', 'AUD']","['GBP', 'CAD']",0.4278,1.7647,1.0758,0.4737,0.1203,0.0704,1.1298
2018-12-31,7,2,"['CAD', 'AUD']","['NZD', 'EUR']",0.5357,1.25,1.0101,0.7781,1.1209,0.6368,-0.4309
2019-01-31,7,2,"['AUD', 'CAD']","['JPY', 'NZD']",0.4121,1.3635,0.1448,0.3728,1.5476,0.4963,0.2807
2019-02-28,7,2,"['CAD', 'AUD']","['NZD', 'JPY']",0.7637,1.2748,0.1729,0.6217,1.0258,0.4144,-0.1097
2019-03-29,7,2,"['CAD', 'AUD']","['GBP', 'NZD']",0.9213,1.5113,0.7733,0.9072,1.0734,-0.6551,-0.1592
