month_end,n,k,longs,shorts,ratemom_EUR,ratemom_GBP,ratemom_AUD,ratemom_NZD,ratemom_JPY,ratemom_CHF,ratemom_CAD
2008-10-31,7,3,"['GBP', 'JPY', 'EUR']","['NZD', 'AUD', 'CHF']",0.4228,0.0113,-0.63,-0.96,0.03,-0.1635,-0.0675
2008-11-28,7,3,"['GBP', 'JPY', 'EUR']","['NZD', 'AUD', 'CHF']",0.4228,0.0113,-0.63,-0.96,0.03,-0.1635,-0.0675
2008-12-31,7,3,"['CAD', 'EUR', 'JPY']","['AUD', 'NZD', 'GBP']",-0.6191,-1.3796,-2.99,-2.46,0.04,-1.3425,-0.8675
2009-01-30,7,3,"['CAD', 'EUR', 'JPY']","['AUD', 'NZD', 'GBP']",-0.6191,-1.3796,-2.99,-2.46,0.04,-1.3425,-0.8675
2009-02-27,7,3,"['EUR', 'CAD', 'JPY']","['NZD', 'AUD', 'GBP']",-1.6479,-2.757,-3.42,-3.45,-0.12,-2.0362,-1.5625
2009-03-31,7,3,"['CHF', 'CAD', 'JPY']","['NZD', 'AUD', 'GBP']",-3.0221,-3.6758,-4.15,-4.8,-0.14,-2.0734,-1.7425
2009-04-30,7,3,"['CHF', 'CAD', 'JPY']","['NZD', 'AUD', 'GBP']",-3.3837,-4.0792,-4.11,-4.71,-0.22,-2.0116,-1.71
2009-05-29,7,3,"['CHF', 'CAD', 'JPY']","['NZD', 'AUD', 'GBP']",-3.3837,-4.0792,-4.11,-4.71,-0.22,-2.0116,-1.71
2009-06-30,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'GBP', 'EUR']",-2.9566,-3.0889,-1.63,-3.43,-0.31,-0.609,-1.6025
2009-07-31,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'EUR', 'GBP']",-2.0647,-1.9313,-1.14,-2.45,-0.18,-0.0204,-0.825
2009-08-31,7,3,"['CAD', 'JPY', 'CHF']","['NZD', 'EUR', 'GBP']",-1.4816,-1.3416,-0.6,-1.59,-0.17,-0.0221,-0.5685
2009-09-30,7,3,"['JPY', 'CHF', 'AUD']","['GBP', 'EUR', 'NZD']",-1.0826,-1.3167,0.14,-0.64,-0.17,-0.0362,-0.4975
2009-10-30,7,3,"['JPY', 'CHF', 'AUD']","['GBP', 'EUR', 'NZD']",-1.0826,-1.3167,0.14,-0.64,-0.17,-0.0362,-0.4975
2009-11-30,7,3,"['JPY', 'CHF', 'AUD']","['GBP', 'EUR', 'NZD']",-0.6848,-0.9633,0.68,-0.33,-0.07,-0.0052,-0.109
2009-12-31,7,3,"['CHF', 'CAD', 'AUD']","['GBP', 'EUR', 'JPY']",-0.5655,-0.7486,0.82,-0.02,-0.06,0.0273,0.035
2010-01-29,7,3,"['CHF', 'CAD', 'AUD']","['GBP', 'EUR', 'JPY']",-0.5655,-0.7486,0.82,-0.02,-0.06,0.0273,0.035
2010-02-26,7,3,"['NZD', 'CHF', 'AUD']","['GBP', 'EUR', 'JPY']",-0.5159,-0.6358,0.879,0.0,-0.1,0.0285,-0.027
2010-03-31,7,3,"['NZD', 'CHF', 'AUD']","['EUR', 'GBP', 'JPY']",-0.1988,-0.1406,0.86,-0.03,-0.1,0.0249,-0.065
2010-04-30,7,3,"['CHF', 'GBP', 'AUD']","['EUR', 'JPY', 'NZD']",-0.1271,0.0399,0.9575,-0.1,-0.11,0.0224,0.008
2010-05-31,7,3,"['GBP', 'CAD', 'AUD']","['JPY', 'NZD', 'EUR']",-0.0928,0.085,0.765,-0.1,-0.13,0.0029,0.1225
2010-06-30,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'EUR']",-0.0297,0.0878,0.855,0.09,-0.12,-0.0366,0.175
2010-07-30,7,3,"['NZD', 'CAD', 'AUD']","['JPY', 'CHF', 'EUR']",-0.0297,0.0878,0.855,0.09,-0.12,-0.0366,0.175
2010-08-31,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'CHF', 'GBP']",0.1691,0.1234,0.6375,0.45,-0.08,0.0925,0.4025
2010-09-30,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'GBP', 'CHF']",0.2338,0.0999,0.5825,0.52,-0.08,0.1078,0.495
2010-10-29,7,3,"['CAD', 'NZD', 'AUD']","['JPY', 'GBP', 'CHF']",0.2338,0.0999,0.5825,0.52,-0.08,0.1078,0.495
2010-11-30,7,3,"['EUR', 'NZD', 'CAD']","['JPY', 'GBP', 'CHF']",0.353,0.0825,0.265,0.49,-0.06,0.16,0.5575
2010-12-31,7,3,"['NZD', 'EUR', 'CAD']","['JPY', 'GBP', 'CHF']",0.3555,0.0419,0.21,0.28,-0.05,0.1041,0.5625
2011-01-31,7,3,"['AUD', 'EUR', 'CAD']","['JPY', 'GBP', 'CHF']",0.2941,0.0212,0.1375,0.1,-0.04,0.0736,0.472
2011-02-28,7,3,"['AUD', 'EUR', 'CAD']","['NZD', 'CHF', 'JPY']",0.1684,0.0326,0.115,-0.04,-0.03,-0.032,0.3875
2011-03-31,7,3,"['AUD', 'EUR', 'CAD']","['NZD', 'CHF', 'JPY']",0.1913,0.0667,0.175,-0.12,-0.02,-0.067,0.2925
2011-04-29,7,3,"['AUD', 'EUR', 'CAD']","['NZD', 'CHF', 'JPY']",0.1913,0.0667,0.175,-0.12,-0.02,-0.067,0.2925
2011-05-31,7,3,"['GBP', 'AUD', 'EUR']","['NZD', 'CHF', 'JPY']",0.3235,0.0826,0.09,-0.53,-0.0071,-0.1085,0.07
2011-06-30,7,3,"['CAD', 'GBP', 'EUR']","['NZD', 'CHF', 'AUD']",0.383,0.0844,-0.0125,-0.51,-0.0079,-0.0666,0.01
2011-07-29,7,3,"['CAD', 'GBP', 'EUR']","['NZD', 'CHF', 'AUD']",0.383,0.0844,-0.0125,-0.51,-0.0079,-0.0666,0.01
2011-08-31,7,3,"['AUD', 'GBP', 'EUR']","['NZD', 'CHF', 'CAD']",0.5804,0.0602,0.0,-0.48,-0.0079,-0.0599,-0.04
2011-09-30,7,3,"['JPY', 'GBP', 'EUR']","['NZD', 'CHF', 'CAD']",0.4653,0.0582,-0.06,-0.23,-0.0114,-0.2071,-0.0785
2011-10-31,7,3,"['GBP', 'NZD', 'EUR']","['CHF', 'AUD', 'CAD']",0.3609,0.109,-0.11,0.19,-0.0069,-0.2162,-0.0535
2011-11-30,7,3,"['NZD', 'GBP', 'EUR']","['CHF', 'AUD', 'CAD']",0.2546,0.149,-0.175,0.11,-0.0036,-0.2328,-0.1025
2011-12-30,7,3,"['NZD', 'GBP', 'EUR']","['CHF', 'AUD', 'CAD']",0.2546,0.149,-0.175,0.11,-0.0036,-0.2328,-0.1025
2012-01-31,7,3,"['JPY', 'NZD', 'GBP']","['AUD', 'CAD', 'EUR']",-0.0625,0.2364,-0.485,0.04,-0.0028,-0.0221,-0.098
2012-02-29,7,3,"['JPY', 'NZD', 'GBP']","['AUD', 'EUR', 'CAD']",-0.3754,0.2582,-0.545,0.03,-0.0014,-0.0507,-0.0975
2012-03-30,7,3,"['JPY', 'NZD', 'GBP']","['AUD', 'EUR', 'CAD']",-0.3754,0.2582,-0.545,0.03,-0.0014,-0.0507,-0.0975
2012-04-30,7,3,"['CAD', 'CHF', 'GBP']","['EUR', 'AUD', 'NZD']",-0.678,0.1195,-0.3675,-0.14,0.0024,0.1124,0.0425
2012-05-31,7,3,"['GBP', 'CHF', 'CAD']","['EUR', 'AUD', 'NZD']",-0.8315,0.048,-0.5225,-0.02,0.0024,0.1071,0.12
2012-06-29,7,3,"['GBP', 'CHF', 'CAD']","['EUR', 'AUD', 'NZD']",-0.8315,0.048,-0.5225,-0.02,0.0024,0.1071,0.12
2012-07-31,7,3,"['NZD', 'JPY', 'CAD']","['AUD', 'EUR', 'CHF']",-0.7672,-0.1117,-1.015,-0.08,0.0053,-0.1373,0.0525
2012-08-31,7,3,"['NZD', 'JPY', 'CAD']","['AUD', 'EUR', 'GBP']",-0.7252,-0.2697,-0.865,-0.07,-0.0035,-0.2137,0.0625
2012-09-28,7,3,"['NZD', 'JPY', 'CAD']","['AUD', 'EUR', 'GBP']",-0.7252,-0.2697,-0.865,-0.07,-0.0035,-0.2137,0.0625
2012-10-31,7,3,"['NZD', 'JPY', 'CAD']","['AUD', 'EUR', 'GBP']",-0.6122,-0.3895,-0.9525,-0.1,-0.0044,-0.202,0.0925
2012-11-30,7,3,"['CHF', 'CAD', 'JPY']","['AUD', 'EUR', 'GBP']",-0.5364,-0.4739,-1.04,-0.09,-0.0053,-0.0771,-0.0065
2012-12-31,7,3,"['CAD', 'JPY', 'NZD']","['EUR', 'GBP', 'AUD']",-0.4929,-0.4805,-0.4125,0.05,-0.0135,-0.1295,-0.018
2013-01-31,7,3,"['CHF', 'NZD', 'CAD']","['EUR', 'GBP', 'AUD']",-0.4734,-0.4313,-0.38,0.04,-0.0264,0.006,0.0625
2013-02-28,7,3,"['NZD', 'CAD', 'CHF']","['AUD', 'GBP', 'EUR']",-0.2921,-0.3051,-0.545,-0.01,-0.0354,0.0653,0.0325
2013-03-29,7,3,"['NZD', 'CAD', 'CHF']","['AUD', 'GBP', 'EUR']",-0.2921,-0.3051,-0.545,-0.01,-0.0354,0.0653,0.0325
2013-04-30,7,3,"['EUR', 'NZD', 'CHF']","['AUD', 'GBP', 'JPY']",-0.0402,-0.1411,-0.44,0.0,-0.0773,0.091,-0.045
2013-05-31,7,3,"['NZD', 'EUR', 'CAD']","['AUD', 'JPY', 'GBP']",0.001,-0.0384,-0.1425,0.0,-0.0982,-0.0013,0.0065
2013-06-28,7,3,"['NZD', 'EUR', 'CAD']","['AUD', 'JPY', 'GBP']",0.001,-0.0384,-0.1425,0.0,-0.0982,-0.0013,0.0065
2013-07-31,7,3,"['CHF', 'EUR', 'CAD']","['AUD', 'JPY', 'GBP']",0.0248,-0.0105,-0.3125,-0.01,-0.08,-0.0089,0.08
2013-08-30,7,3,"['CHF', 'EUR', 'CAD']","['AUD', 'JPY', 'GBP']",0.0248,-0.0105,-0.3125,-0.01,-0.08,-0.0089,0.08
2013-09-30,7,3,"['GBP', 'CHF', 'CAD']","['AUD', 'JPY', 'NZD']",0.0025,0.0027,-0.34,-0.02,-0.0411,0.0028,0.045
2013-10-31,7,3,"['GBP', 'EUR', 'CAD']","['AUD', 'JPY', 'CHF']",0.0172,0.01,-0.47,0.01,-0.022,0.0085,0.025
2013-11-29,7,3,"['GBP', 'EUR', 'CAD']","['AUD', 'JPY', 'CHF']",0.0172,0.01,-0.47,0.01,-0.022,0.0085,0.025
2013-12-31,7,3,"['NZD', 'EUR', 'CHF']","['AUD', 'CAD', 'JPY']",0.0222,0.0178,-0.24,0.02,-0.0082,0.0419,-0.073
2014-01-31,7,3,"['EUR', 'CHF', 'NZD']","['AUD', 'CAD', 'JPY']",0.0633,0.0168,-0.2,0.09,-0.0082,0.0776,-0.1075
2014-02-28,7,3,"['CHF', 'EUR', 'NZD']","['AUD', 'CAD', 'JPY']",0.0706,0.0115,-0.14,0.24,-0.008,0.0125,-0.118
2014-03-31,7,3,"['AUD', 'EUR', 'NZD']","['CAD', 'JPY', 'GBP']",0.0622,0.0089,0.03,0.29,-0.016,0.0127,-0.1225
2014-04-30,7,3,"['AUD', 'EUR', 'NZD']","['CAD', 'JPY', 'GBP']",0.0821,0.0047,0.07,0.4,-0.016,0.0111,-0.145
2014-05-30,7,3,"['AUD', 'EUR', 'NZD']","['CAD', 'JPY', 'GBP']",0.0821,0.0047,0.07,0.4,-0.016,0.0111,-0.145
2014-06-30,7,3,"['EUR', 'AUD', 'NZD']","['CHF', 'JPY', 'CAD']",0.1012,0.004,0.11,0.72,-0.01,-0.0146,0.0
2014-07-31,7,3,"['GBP', 'AUD', 'NZD']","['EUR', 'CHF', 'JPY']",-0.0321,0.0192,0.1,0.79,-0.01,-0.0299,0.0175
2014-08-29,7,3,"['GBP', 'AUD', 'NZD']","['EUR', 'CHF', 'JPY']",-0.0321,0.0192,0.1,0.79,-0.01,-0.0299,0.0175
2014-09-30,7,3,"['CAD', 'CHF', 'NZD']","['EUR', 'JPY', 'AUD']",-0.0965,0.0397,0.0,0.76,-0.002,0.086,0.08
2014-10-31,7,3,"['CHF', 'CAD', 'NZD']","['EUR', 'JPY', 'AUD']",-0.2082,0.0413,0.01,0.66,-0.002,0.065,0.085
2014-11-28,7,3,"['CHF', 'CAD', 'NZD']","['EUR', 'JPY', 'AUD']",-0.2082,0.0413,0.01,0.66,-0.002,0.065,0.085
2014-12-31,7,3,"['AUD', 'CHF', 'NZD']","['EUR', 'JPY', 'CAD']",-0.2437,0.0288,0.06,0.29,-0.028,0.073,-0.0225
2015-01-30,7,3,"['AUD', 'CHF', 'NZD']","['EUR', 'JPY', 'CAD']",-0.2437,0.0288,0.06,0.29,-0.028,0.073,-0.0225
2015-02-27,7,3,"['AUD', 'CHF', 'NZD']","['EUR', 'CAD', 'JPY']",-0.1605,0.0142,0.05,0.15,-0.031,0.0527,-0.033
2015-03-31,7,3,"['NZD', 'JPY', 'GBP']","['CHF', 'CAD', 'AUD']",-0.1434,0.0024,-0.27,-0.06,-0.039,-0.713,-0.4175
2015-04-30,7,3,"['EUR', 'JPY', 'GBP']","['CHF', 'CAD', 'AUD']",-0.0699,0.0014,-0.36,-0.08,-0.04,-0.8138,-0.375
2015-05-29,7,3,"['EUR', 'JPY', 'GBP']","['CHF', 'CAD', 'AUD']",-0.0699,0.0014,-0.36,-0.08,-0.04,-0.8138,-0.375
2015-06-30,7,3,"['EUR', 'JPY', 'GBP']","['CHF', 'AUD', 'CAD']",-0.0913,0.0117,-0.6,-0.14,-0.013,-0.8568,-0.245
2015-07-31,7,3,"['EUR', 'JPY', 'GBP']","['CHF', 'AUD', 'NZD']",-0.0948,0.0137,-0.6,-0.34,-0.01,-0.8078,-0.292
2015-08-31,7,3,"['EUR', 'JPY', 'GBP']","['AUD', 'NZD', 'CHF']",-0.0814,0.0182,-0.56,-0.54,-0.004,-0.3276,-0.295
2015-09-30,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'AUD', 'CAD']",-0.0759,0.0231,-0.22,-0.68,-0.002,-0.1062,-0.1475
2015-10-30,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'AUD', 'CAD']",-0.0759,0.0231,-0.22,-0.68,-0.002,-0.1062,-0.1475
2015-11-30,7,3,"['EUR', 'JPY', 'GBP']","['NZD', 'CAD', 'CHF']",-0.0583,0.0106,-0.1,-0.77,-0.001,-0.1596,-0.2155
2015-12-31,7,3,"['GBP', 'AUD', 'CHF']","['NZD', 'CAD', 'EUR']",-0.0773,0.0057,0.07,-0.64,0.0,0.1346,-0.205
2016-01-29,7,3,"['GBP', 'AUD', 'CHF']","['NZD', 'CAD', 'EUR']",-0.0773,0.0057,0.07,-0.64,0.0,0.1346,-0.205
2016-02-29,7,3,"['JPY', 'GBP', 'AUD']","['NZD', 'EUR', 'CAD']",-0.1274,0.0089,0.16,-0.4,0.0,-0.0016,-0.035
2016-03-31,7,3,"['GBP', 'CAD', 'AUD']","['NZD', 'EUR', 'CHF']",-0.1559,0.004,0.14,-0.33,-0.071,-0.1074,0.0725
2016-04-29,7,3,"['GBP', 'CAD', 'AUD']","['NZD', 'EUR', 'CHF']",-0.1559,0.004,0.14,-0.33,-0.071,-0.1074,0.0725
2016-05-31,7,3,"['CHF', 'AUD', 'CAD']","['NZD', 'EUR', 'JPY']",-0.1956,0.0088,0.11,-0.52,-0.109,0.0981,0.11
2016-06-30,7,3,"['CHF', 'GBP', 'CAD']","['NZD', 'AUD', 'EUR']",-0.1696,0.0156,-0.22,-0.51,-0.109,-0.0845,0.055
2016-07-29,7,3,"['CHF', 'GBP', 'CAD']","['NZD', 'AUD', 'EUR']",-0.1696,0.0156,-0.22,-0.51,-0.109,-0.0845,0.055
2016-08-31,7,3,"['GBP', 'CHF', 'CAD']","['AUD', 'NZD', 'EUR']",-0.1484,-0.0762,-0.37,-0.36,-0.111,-0.0241,0.065
2016-09-30,7,3,"['JPY', 'CAD', 'CHF']","['AUD', 'NZD', 'GBP']",-0.1146,-0.1846,-0.52,-0.38,-0.04,0.1386,0.0485
2016-10-31,7,3,"['JPY', 'CHF', 'CAD']","['AUD', 'GBP', 'NZD']",-0.0731,-0.2092,-0.58,-0.2,-0.042,0.0242,0.045
2016-11-30,7,3,"['CAD', 'JPY', 'CHF']","['AUD', 'GBP', 'NZD']",-0.0598,-0.1914,-0.52,-0.19,-0.004,-0.0031,-0.025
2016-12-30,7,3,"['CAD', 'JPY', 'CHF']","['AUD', 'GBP', 'NZD']",-0.0598,-0.1914,-0.52,-0.19,-0.004,-0.0031,-0.025
2017-01-31,7,3,"['EUR', 'CAD', 'JPY']","['NZD', 'AUD', 'GBP']",-0.0479,-0.2024,-0.21,-0.34,-0.003,-0.0814,-0.0325
2017-02-28,7,3,"['CAD', 'EUR', 'JPY']","['NZD', 'CHF', 'GBP']",-0.031,-0.1515,-0.15,-0.39,-0.002,-0.16,-0.05
