month_end,n,k,longs,shorts,cot_EUR,cot_AUD,cot_NZD,cot_JPY,cot_CHF,cot_CAD,cot_GBP
2005-03-31,6,3,"['CAD', 'GBP', 'AUD']","['CHF', 'JPY', 'EUR']",0.5949,1.4904,,-1.0416,-1.6248,0.9075,1.2306
2005-04-29,6,3,"['CHF', 'AUD', 'GBP']","['CAD', 'EUR', 'JPY']",-1.6952,0.0854,,-1.6127,-1.3525,-2.6288,0.7472
2005-05-31,6,3,"['JPY', 'GBP', 'AUD']","['EUR', 'CAD', 'CHF']",-2.8476,-0.8798,,-1.4282,-2.3119,-2.5848,-1.0189
2005-06-30,6,3,"['GBP', 'CAD', 'AUD']","['EUR', 'CHF', 'JPY']",-3.0049,0.7348,,-1.6339,-2.2858,-0.766,-1.486
2005-07-29,6,3,"['JPY', 'AUD', 'CAD']","['EUR', 'CHF', 'GBP']",-1.8645,-0.0187,,-1.5929,-1.7445,0.136,-1.6978
2005-08-31,6,3,"['AUD', 'GBP', 'CAD']","['CHF', 'EUR', 'JPY']",-1.6293,-0.6324,,-1.0235,-1.8306,0.2812,-0.1015
2005-09-30,6,3,"['GBP', 'AUD', 'CAD']","['JPY', 'CHF', 'EUR']",-1.3201,0.4204,,-2.0647,-1.794,1.0358,-0.2712
2005-10-31,6,3,"['AUD', 'CHF', 'CAD']","['JPY', 'EUR', 'GBP']",-1.3033,-1.1902,,-1.6041,-0.9291,0.8122,-1.2466
2005-11-30,6,3,"['JPY', 'CHF', 'CAD']","['GBP', 'AUD', 'EUR']",-1.5877,-1.9089,,-1.4411,-1.3865,-0.1714,-2.002
2005-12-30,7,3,"['JPY', 'NZD', 'CAD']","['AUD', 'CHF', 'GBP']",-0.6627,-1.7926,0.7749,-0.6463,-1.1981,1.0527,-1.1526
2006-01-31,7,3,"['CHF', 'CAD', 'EUR']","['JPY', 'GBP', 'AUD']",1.1754,0.1172,0.2074,-0.471,0.3527,0.376,-0.1946
2006-02-28,7,3,"['EUR', 'NZD', 'CAD']","['AUD', 'JPY', 'GBP']",-0.4177,-1.4296,0.1699,-1.4156,-0.8105,0.5694,-1.2545
2006-03-31,7,3,"['JPY', 'NZD', 'EUR']","['AUD', 'CHF', 'CAD']",1.4475,-2.8143,-0.4701,-0.6103,-1.3857,-1.2688,-0.7103
2006-04-28,7,3,"['GBP', 'NZD', 'EUR']","['AUD', 'CHF', 'CAD']",2.0366,-0.6947,0.7356,-0.014,-0.5718,-0.0716,0.3172
2006-05-31,7,3,"['GBP', 'NZD', 'EUR']","['AUD', 'CAD', 'JPY']",1.8891,-0.3784,1.106,0.5153,0.6302,-0.1351,0.9047
2006-06-30,6,3,"['GBP', 'CAD', 'EUR']","['AUD', 'JPY', 'CHF']",2.2833,-1.1351,,-0.7324,-0.4084,0.801,0.0597
2006-07-31,7,3,"['GBP', 'EUR', 'AUD']","['JPY', 'CAD', 'CHF']",1.4804,1.6134,0.4715,-1.3979,-0.5138,-1.0844,0.6842
2006-08-31,7,3,"['NZD', 'GBP', 'EUR']","['JPY', 'CHF', 'CAD']",2.1002,1.25,1.353,-1.2034,-0.0787,0.054,1.6067
2006-09-29,7,3,"['AUD', 'GBP', 'NZD']","['JPY', 'CHF', 'CAD']",1.3263,1.385,1.756,-1.4103,-0.9399,-0.4449,1.6122
2006-10-31,7,3,"['GBP', 'NZD', 'AUD']","['JPY', 'CHF', 'CAD']",0.1067,1.9678,1.6532,-1.7254,-1.6353,-1.3841,1.1303
2006-11-30,7,3,"['GBP', 'NZD', 'AUD']","['CAD', 'CHF', 'JPY']",1.2723,1.7437,1.6168,-0.9384,-0.9657,-2.5293,1.5841
2006-12-29,7,3,"['GBP', 'NZD', 'AUD']","['CAD', 'JPY', 'CHF']",1.5592,1.8357,1.7421,-1.3438,-0.1512,-2.5299,1.6231
2007-01-31,7,3,"['EUR', 'AUD', 'GBP']","['CAD', 'JPY', 'CHF']",1.113,1.5135,0.8205,-1.7127,-1.1399,-2.3768,1.7658
2007-02-28,7,3,"['AUD', 'NZD', 'EUR']","['CAD', 'CHF', 'JPY']",1.8015,1.2687,1.3836,-1.0036,-1.1625,-2.0307,0.9955
2007-03-30,7,3,"['EUR', 'NZD', 'AUD']","['CAD', 'JPY', 'CHF']",1.6454,1.7092,1.6475,-0.3558,-0.0087,-1.2399,0.8864
2007-04-30,7,3,"['NZD', 'AUD', 'EUR']","['JPY', 'CAD', 'CHF']",1.508,1.3901,1.3346,-0.9431,0.018,-0.2603,1.2143
2007-05-31,7,3,"['AUD', 'NZD', 'EUR']","['JPY', 'CHF', 'GBP']",1.1986,0.5798,0.9688,-1.5161,-1.4431,0.5689,0.4487
2007-06-29,7,3,"['AUD', 'CAD', 'GBP']","['JPY', 'CHF', 'NZD']",0.803,1.2068,0.7147,-1.7905,-1.103,1.4841,1.6345
2007-07-31,7,3,"['EUR', 'GBP', 'CAD']","['JPY', 'CHF', 'NZD']",1.0657,0.9783,0.7698,-0.6095,-0.3671,1.4184,1.2953
2007-08-31,7,3,"['CHF', 'CAD', 'JPY']","['AUD', 'NZD', 'EUR']",-0.1474,-1.1567,-0.7427,1.3438,0.4414,0.8883,0.3377
2007-09-28,7,3,"['JPY', 'CHF', 'CAD']","['GBP', 'AUD', 'NZD']",0.8803,0.7844,0.8021,1.0597,1.297,1.3534,0.3567
2007-10-31,7,3,"['NZD', 'CHF', 'CAD']","['GBP', 'EUR', 'JPY']",0.6284,0.6918,0.8645,0.6654,1.1449,1.4669,0.6241
2007-11-30,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'AUD', 'GBP']",0.3435,0.1248,-0.2342,2.2183,1.847,0.5694,0.3249
2007-12-31,7,3,"['CHF', 'NZD', 'JPY']","['AUD', 'GBP', 'EUR']",-0.2123,-0.641,0.6749,1.4366,0.4635,0.3277,-0.2979
2008-01-31,7,3,"['NZD', 'CHF', 'JPY']","['AUD', 'GBP', 'EUR']",-0.5757,-1.3693,0.4135,2.5184,2.2603,-0.0321,-0.7607
2008-02-29,7,3,"['NZD', 'CHF', 'JPY']","['GBP', 'EUR', 'AUD']",-0.4979,0.1363,0.6465,1.8943,1.7128,0.4666,-0.5386
2008-03-31,7,3,"['AUD', 'CHF', 'JPY']","['CAD', 'EUR', 'GBP']",0.1069,0.6685,0.2803,2.6571,1.9616,-0.2838,0.2792
2008-04-30,7,3,"['AUD', 'CHF', 'JPY']","['EUR', 'GBP', 'NZD']",-0.7231,1.0159,-0.4147,1.8306,1.3057,0.2042,-0.4856
2008-05-30,7,3,"['AUD', 'CAD', 'JPY']","['EUR', 'NZD', 'GBP']",-1.3684,0.7418,-1.2253,1.6225,0.469,0.9822,-1.1572
2008-06-30,7,3,"['JPY', 'CHF', 'AUD']","['NZD', 'EUR', 'GBP']",-1.2723,0.8337,-1.5296,0.3803,0.7989,-0.6896,-1.2176
2008-07-31,7,3,"['AUD', 'CHF', 'JPY']","['NZD', 'EUR', 'GBP']",-1.2707,0.5128,-1.3523,0.9091,0.8191,0.3379,-0.5293
2008-08-29,7,3,"['CAD', 'CHF', 'JPY']","['EUR', 'NZD', 'GBP']",-2.5039,-1.7923,-2.1449,0.2279,0.0696,-0.9226,-2.0403
2008-09-30,7,3,"['CAD', 'CHF', 'JPY']","['AUD', 'NZD', 'EUR']",-2.2413,-3.2218,-2.6839,1.5623,0.1046,-1.124,-2.1989
2008-10-31,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'AUD', 'EUR']",-1.8652,-2.0469,-2.0787,1.4334,-0.6514,-0.6621,-1.3679
2008-11-28,7,3,"['CHF', 'CAD', 'JPY']","['AUD', 'NZD', 'EUR']",-1.7193,-1.941,-1.9092,1.6075,-0.7609,-0.5758,-1.6642
2008-12-31,7,3,"['CAD', 'CHF', 'JPY']","['GBP', 'NZD', 'AUD']",-1.2501,-1.5401,-1.8049,1.8848,0.1733,-1.0996,-1.9517
2009-01-30,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'GBP', 'AUD']",-1.2994,-1.5556,-2.507,1.8787,-0.6608,-1.0346,-1.7322
2009-02-27,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'AUD', 'GBP']",-1.2761,-1.6557,-2.3836,1.1763,-0.5157,-0.7867,-1.3903
2009-03-31,7,3,"['AUD', 'JPY', 'CHF']","['GBP', 'NZD', 'CAD']",-1.1638,-0.709,-1.5201,-0.2183,0.4387,-1.4347,-1.5747
2009-04-30,7,3,"['JPY', 'AUD', 'NZD']","['GBP', 'EUR', 'CAD']",-0.8442,-0.3434,-0.266,-0.5001,-0.7086,-0.7909,-1.1744
2009-05-29,7,3,"['NZD', 'JPY', 'CHF']","['GBP', 'EUR', 'AUD']",-0.3698,0.0792,0.4564,0.4954,1.6935,0.4043,-1.0379
2009-06-30,7,3,"['CAD', 'NZD', 'CHF']","['GBP', 'EUR', 'JPY']",-0.1793,0.1239,1.1236,-0.0152,2.4268,0.5039,-0.6559
2009-07-31,7,3,"['JPY', 'NZD', 'CHF']","['GBP', 'EUR', 'AUD']",-0.1388,0.2869,1.1331,1.1153,2.2537,1.0863,-0.4618
2009-08-31,7,3,"['NZD', 'CAD', 'CHF']","['GBP', 'EUR', 'AUD']",-0.1345,0.4152,0.9735,0.5956,2.0661,1.3606,-0.3855
2009-09-30,7,3,"['CAD', 'JPY', 'CHF']","['GBP', 'EUR', 'AUD']",0.3317,0.4862,1.1421,1.4443,2.2537,1.2635,-1.3225
2009-10-30,7,3,"['NZD', 'CAD', 'CHF']","['GBP', 'EUR', 'AUD']",0.1736,0.464,0.6686,0.5198,1.7062,1.0822,-1.0025
2009-11-30,7,3,"['CAD', 'JPY', 'CHF']","['GBP', 'EUR', 'AUD']",-0.2424,0.1353,0.4487,1.3822,1.7871,0.7696,-0.3831
2009-12-31,7,3,"['AUD', 'NZD', 'CAD']","['EUR', 'GBP', 'JPY']",-1.2313,0.0695,0.3897,-0.1942,-0.1598,0.7612,-0.9567
2010-01-29,7,3,"['AUD', 'CAD', 'CHF']","['EUR', 'GBP', 'JPY']",-1.6386,0.3198,0.0964,-0.3512,0.836,0.6883,-0.8466
2010-02-26,7,3,"['NZD', 'AUD', 'CAD']","['EUR', 'GBP', 'CHF']",-2.131,0.1793,-0.1008,-0.207,-0.4999,0.6625,-1.3863
2010-03-31,7,3,"['JPY', 'AUD', 'CAD']","['EUR', 'GBP', 'NZD']",-2.1987,0.8483,-0.0772,0.1364,0.0707,1.4214,-1.459
2010-04-30,7,3,"['AUD', 'NZD', 'CAD']","['EUR', 'JPY', 'GBP']",-2.0231,0.6653,0.788,-1.8585,-0.8556,1.062,-1.106
2010-05-31,7,3,"['AUD', 'CAD', 'NZD']","['EUR', 'GBP', 'CHF']",-1.9365,-0.5278,0.3161,-0.665,-0.8512,0.1475,-1.1812
2010-06-30,7,3,"['AUD', 'JPY', 'CAD']","['EUR', 'CHF', 'GBP']",-1.5562,-0.4356,-0.6885,-0.2291,-0.8235,0.6179,-0.7196
2010-07-30,7,3,"['JPY', 'AUD', 'NZD']","['EUR', 'GBP', 'CHF']",-0.4643,0.7143,0.8733,0.6766,0.5591,0.5609,0.1565
2010-08-31,7,3,"['GBP', 'CHF', 'JPY']","['EUR', 'CAD', 'AUD']",-0.4169,0.61,0.6481,1.2458,1.0486,0.0948,0.666
2010-09-30,7,3,"['AUD', 'NZD', 'CHF']","['EUR', 'GBP', 'JPY']",0.2137,0.851,1.1129,0.3834,1.2011,0.6699,0.3341
2010-10-29,7,3,"['CHF', 'EUR', 'GBP']","['CAD', 'AUD', 'NZD']",1.1231,0.5737,0.8471,0.855,0.9745,0.2782,1.2346
2010-11-30,7,3,"['CHF', 'NZD', 'GBP']","['AUD', 'EUR', 'JPY']",-0.1107,-0.2368,1.0686,0.3282,0.8135,0.3778,1.537
2010-12-31,7,3,"['CAD', 'AUD', 'CHF']","['EUR', 'NZD', 'GBP']",-0.7322,0.9628,0.0226,0.6265,1.1142,0.7906,0.3364
2011-01-31,7,3,"['JPY', 'EUR', 'GBP']","['NZD', 'AUD', 'CHF']",0.9019,0.4175,0.0569,0.6463,0.5608,0.5875,1.5539
2011-02-28,7,3,"['EUR', 'CAD', 'GBP']","['JPY', 'NZD', 'AUD']",1.4705,0.9511,-0.0356,-1.8574,0.9854,1.5075,2.3866
2011-03-31,7,3,"['CHF', 'EUR', 'GBP']","['NZD', 'JPY', 'AUD']",1.6049,0.8721,-1.1835,0.8137,1.2944,1.0363,2.245
2011-04-29,7,3,"['CAD', 'EUR', 'GBP']","['JPY', 'NZD', 'CHF']",1.6684,1.0788,0.3967,-2.1105,0.7946,1.1191,2.2114
2011-05-31,7,3,"['EUR', 'CHF', 'AUD']","['JPY', 'CAD', 'GBP']",0.526,0.7297,0.4591,-0.1997,0.6538,0.0699,0.3314
2011-06-30,7,3,"['JPY', 'NZD', 'AUD']","['CAD', 'GBP', 'CHF']",0.9283,1.0144,0.9422,0.9352,0.654,-0.5787,0.3316
2011-07-29,7,3,"['JPY', 'NZD', 'AUD']","['CHF', 'CAD', 'EUR']",0.578,1.228,1.1373,1.0924,0.331,0.5008,0.9434
2011-08-31,7,3,"['NZD', 'JPY', 'GBP']","['CAD', 'EUR', 'AUD']",0.151,0.3008,0.868,0.9913,0.485,-0.3915,1.3049
2011-09-30,7,3,"['CHF', 'NZD', 'JPY']","['EUR', 'CAD', 'AUD']",-1.9173,-1.269,0.117,0.8595,0.0956,-1.854,-0.9878
2011-10-31,7,3,"['GBP', 'NZD', 'JPY']","['EUR', 'CAD', 'AUD']",-1.5392,-0.7873,-0.0121,0.8123,-0.5165,-1.4418,-0.4537
2011-11-30,7,3,"['NZD', 'GBP', 'JPY']","['CAD', 'EUR', 'CHF']",-1.5016,-1.0921,-0.3102,0.6316,-1.1389,-1.5161,-0.1898
2011-12-30,7,3,"['AUD', 'GBP', 'JPY']","['EUR', 'CHF', 'CAD']",-2.0216,-0.3646,-0.8791,0.1135,-1.6207,-1.5713,0.0844
2012-01-31,7,3,"['NZD', 'JPY', 'AUD']","['EUR', 'CHF', 'CAD']",-2.1997,0.7885,0.3324,0.6934,-1.6746,-1.4837,0.0292
2012-02-29,7,3,"['GBP', 'AUD', 'NZD']","['CHF', 'EUR', 'CAD']",-1.8424,0.7983,0.8704,-0.1237,-1.975,-0.3141,-0.0077
2012-03-30,7,3,"['CAD', 'AUD', 'GBP']","['JPY', 'CHF', 'EUR']",-1.2529,0.0551,-1.2425,-2.7365,-1.7916,-0.0014,0.3606
2012-04-30,7,3,"['NZD', 'CAD', 'GBP']","['JPY', 'CHF', 'EUR']",-1.2812,-0.6882,0.1508,-2.2842,-1.9957,0.6369,0.919
2012-05-31,7,3,"['JPY', 'CAD', 'GBP']","['AUD', 'NZD', 'CHF']",-1.6852,-3.8265,-2.4611,-1.0214,-2.1287,0.4175,0.9469
2012-06-29,7,3,"['CAD', 'JPY', 'GBP']","['AUD', 'CHF', 'NZD']",-1.5192,-2.3373,-1.6782,-0.3516,-1.868,-0.6228,0.6197
2012-07-31,7,3,"['NZD', 'JPY', 'GBP']","['CHF', 'EUR', 'CAD']",-1.3297,-0.976,-0.3736,0.2684,-1.593,-1.2181,0.5274
2012-08-31,7,3,"['AUD', 'GBP', 'CAD']","['CHF', 'EUR', 'JPY']",-0.6886,0.2446,0.1681,0.1111,-0.8166,0.8638,0.7084
2012-09-28,7,3,"['NZD', 'GBP', 'CAD']","['EUR', 'CHF', 'JPY']",-0.2845,0.784,0.8958,0.1744,-0.1179,1.5164,1.3197
2012-10-31,7,3,"['NZD', 'GBP', 'CAD']","['JPY', 'AUD', 'EUR']",-0.3399,-0.5261,0.7052,-1.0275,0.2524,1.4705,1.085
2012-11-30,7,3,"['CAD', 'GBP', 'NZD']","['JPY', 'EUR', 'CHF']",-0.5416,0.1807,0.8121,-1.9622,-0.2324,0.7508,0.7963
2012-12-31,7,3,"['CHF', 'CAD', 'GBP']","['JPY', 'NZD', 'AUD']",0.6906,0.4284,-0.1854,-2.0453,0.9866,1.1571,1.3811
2013-01-31,7,3,"['CAD', 'NZD', 'EUR']","['JPY', 'AUD', 'CHF']",1.1111,0.5944,1.0122,-1.4957,0.6995,0.9322,0.8901
2013-02-28,7,3,"['CHF', 'EUR', 'NZD']","['JPY', 'AUD', 'CAD']",0.9863,-0.506,1.0774,-1.364,-0.0198,-0.479,-0.2488
2013-03-29,7,3,"['EUR', 'NZD', 'AUD']","['CAD', 'JPY', 'GBP']",-0.3149,0.3864,0.26,-1.6502,-0.9148,-2.763,-1.2476
2013-04-30,7,3,"['EUR', 'CHF', 'NZD']","['CAD', 'JPY', 'GBP']",0.0095,-0.9056,0.8246,-1.599,0.1382,-2.5728,-1.2565
2013-05-31,7,3,"['GBP', 'EUR', 'NZD']","['AUD', 'JPY', 'CHF']",-0.676,-2.8872,0.201,-1.6895,-1.5935,-1.5843,-1.5436
2013-06-28,7,3,"['GBP', 'CHF', 'EUR']","['AUD', 'NZD', 'JPY']",0.9206,-3.2014,-2.3014,-1.4399,0.3327,-0.9695,-0.5977
2013-07-31,7,3,"['CAD', 'CHF', 'EUR']","['AUD', 'NZD', 'JPY']",0.0763,-2.7429,-2.4409,-1.6387,-0.5751,-1.0893,-1.5915
2013-08-30,7,3,"['GBP', 'CHF', 'EUR']","['AUD', 'NZD', 'JPY']",1.2112,-2.5089,-1.5816,-1.4562,0.1145,-1.222,-1.0645
2013-09-30,7,3,"['GBP', 'CHF', 'EUR']","['AUD', 'JPY', 'CAD']",1.574,-1.9351,0.0626,-1.6458,0.7033,-0.6351,0.374
2013-10-31,7,3,"['GBP', 'CHF', 'EUR']","['AUD', 'JPY', 'CAD']",1.5669,-1.4691,0.359,-1.3786,0.9896,-0.6076,0.7676
2013-11-29,7,3,"['NZD', 'EUR', 'CHF']","['AUD', 'JPY', 'CAD']",0.5265,-1.7659,0.4388,-1.4525,0.5927,-1.2118,0.3829
2013-12-31,7,3,"['GBP', 'EUR', 'CHF']","['AUD', 'CAD', 'JPY']",1.0299,-2.1267,-0.1582,-1.6239,1.1301,-1.7448,0.743
2014-01-31,7,3,"['NZD', 'EUR', 'GBP']","['AUD', 'CAD', 'JPY']",0.7163,-1.9853,0.2535,-0.9692,0.1162,-1.6359,0.8927
2014-02-28,7,3,"['NZD', 'EUR', 'GBP']","['AUD', 'CAD', 'JPY']",0.717,-1.6107,0.4603,-0.9122,0.2233,-1.6032,1.0222
2014-03-31,7,3,"['EUR', 'GBP', 'CHF']","['AUD', 'CAD', 'JPY']",1.1577,-1.0929,0.6847,-0.9253,1.6454,-0.9478,1.2334
2014-04-30,7,3,"['EUR', 'CHF', 'GBP']","['CAD', 'JPY', 'AUD']",0.9768,0.1086,0.9253,-0.8216,1.562,-1.0737,1.5915
2014-05-30,7,3,"['EUR', 'NZD', 'GBP']","['JPY', 'CAD', 'CHF']",0.3622,0.1245,0.7468,-0.642,-0.1337,-0.5475,1.2423
2014-06-30,7,3,"['CAD', 'AUD', 'GBP']","['JPY', 'NZD', 'CHF']",-0.1782,0.7186,-0.9136,-0.9754,-0.4757,-0.1039,1.4618
2014-07-31,7,3,"['CAD', 'AUD', 'GBP']","['CHF', 'JPY', 'EUR']",-0.4265,0.8359,0.2717,-0.4544,-0.5903,0.6755,0.9358
2014-08-29,7,3,"['NZD', 'GBP', 'AUD']","['EUR', 'JPY', 'CHF']",-0.8745,0.9518,0.4733,-0.8723,-0.7586,0.2865,0.6529
2014-09-30,7,3,"['AUD', 'GBP', 'CAD']","['NZD', 'JPY', 'CHF']",-0.7852,-0.0403,-1.2216,-0.8463,-0.7899,0.2271,0.1937
2014-10-31,7,3,"['CAD', 'JPY', 'GBP']","['NZD', 'CHF', 'AUD']",-0.8649,-1.1395,-2.3104,-0.3912,-1.2136,-0.7152,-0.0844
2014-11-28,7,3,"['EUR', 'JPY', 'CAD']","['NZD', 'CHF', 'AUD']",-0.7657,-1.2824,-1.8941,-0.5269,-1.2947,-0.5064,-0.9309
2014-12-31,7,3,"['JPY', 'GBP', 'CAD']","['NZD', 'AUD', 'EUR']",-0.9267,-1.1731,-1.6838,-0.5035,-0.9246,-0.3747,-0.5009
2015-01-30,7,3,"['CAD', 'CHF', 'JPY']","['NZD', 'GBP', 'AUD']",-1.0629,-1.27,-1.8151,-0.0106,-0.3044,-0.701,-1.3391
2015-02-27,7,3,"['GBP', 'CHF', 'JPY']","['NZD', 'AUD', 'EUR']",-1.0826,-1.3928,-1.7379,0.4743,-0.2107,-1.0042,-0.6176
2015-03-31,7,3,"['AUD', 'CHF', 'JPY']","['EUR', 'NZD', 'GBP']",-1.3701,-0.6006,-1.2527,0.3801,-0.0628,-0.9557,-1.1491
2015-04-30,7,3,"['NZD', 'CHF', 'JPY']","['EUR', 'GBP', 'AUD']",-1.2939,-0.6152,0.0416,1.2364,0.4695,-0.5765,-0.8186
2015-05-29,7,3,"['JPY', 'CAD', 'CHF']","['NZD', 'EUR', 'GBP']",-0.9964,0.2266,-1.7277,0.3509,1.6498,0.4938,-0.6336
2015-06-30,7,3,"['AUD', 'JPY', 'CHF']","['NZD', 'CAD', 'EUR']",-0.5342,-0.1607,-2.1466,-0.1403,1.8023,-0.5443,-0.4966
2015-07-31,7,3,"['GBP', 'CHF', 'JPY']","['NZD', 'CAD', 'AUD']",-0.5942,-0.8334,-1.9766,0.4807,0.185,-0.9948,-0.0718
2015-08-31,7,3,"['EUR', 'GBP', 'JPY']","['CHF', 'NZD', 'AUD']",-0.0701,-0.9794,-1.3666,1.34,-1.4859,-0.971,0.3884
2015-09-30,7,3,"['CHF', 'GBP', 'JPY']","['NZD', 'AUD', 'CAD']",-0.4633,-0.92,-1.0396,1.6846,-0.1004,-0.6555,0.3438
2015-10-30,7,3,"['CHF', 'GBP', 'JPY']","['EUR', 'AUD', 'NZD']",-0.5696,-0.5441,-0.1541,1.4921,0.35,-0.0443,0.4928
2015-11-30,7,3,"['CAD', 'NZD', 'JPY']","['CHF', 'EUR', 'AUD']",-1.1225,-0.8872,-0.3159,0.3996,-1.3305,-0.5402,-0.8171
2015-12-31,7,3,"['AUD', 'CHF', 'JPY']","['EUR', 'CAD', 'NZD']",-1.0796,-0.2428,-0.6768,1.6332,0.4626,-0.9034,-0.4693
2016-01-29,7,3,"['AUD', 'CHF', 'JPY']","['CAD', 'NZD', 'GBP']",-0.6434,-0.4287,-1.1617,3.6967,-0.1768,-1.3332,-0.665
2016-02-29,7,3,"['EUR', 'AUD', 'JPY']","['NZD', 'GBP', 'CAD']",0.3664,0.9369,-1.1746,3.1722,-0.0036,-0.1586,-0.3566
2016-03-31,7,3,"['CHF', 'AUD', 'JPY']","['GBP', 'NZD', 'EUR']",-0.0814,1.2852,-0.3643,3.4792,0.7665,0.3946,-0.5454
2016-04-29,7,3,"['CAD', 'AUD', 'JPY']","['GBP', 'NZD', 'EUR']",0.3357,2.1953,0.2809,2.9752,1.229,2.0328,-0.9085
2016-05-31,7,3,"['AUD', 'JPY', 'CAD']","['GBP', 'NZD', 'EUR']",0.3549,0.6014,-0.0581,1.6469,0.487,2.2249,-0.514
2016-06-30,7,3,"['CHF', 'CAD', 'JPY']","['GBP', 'NZD', 'EUR']",-0.0402,0.2256,-0.6674,2.3428,0.9354,1.2088,-1.4408
2016-07-29,7,3,"['JPY', 'AUD', 'CAD']","['GBP', 'EUR', 'NZD']",-0.4562,1.7787,-0.4229,1.6044,0.1356,2.1077,-2.0793
2016-08-31,7,3,"['CAD', 'AUD', 'JPY']","['GBP', 'NZD', 'EUR']",-0.0647,1.8209,-0.5082,1.9861,0.2868,1.6117,-2.2616
2016-09-30,7,3,"['CAD', 'AUD', 'JPY']","['GBP', 'NZD', 'CHF']",-0.1124,0.9023,-0.8983,2.0599,-0.7235,0.223,-2.0011
2016-10-31,7,3,"['CAD', 'AUD', 'JPY']","['GBP', 'CHF', 'NZD']",-0.3092,1.2215,-0.4016,1.4026,-1.3082,0.1914,-1.5177
2016-11-30,7,3,"['CAD', 'JPY', 'AUD']","['CHF', 'GBP', 'NZD']",-0.2553,1.3132,-0.3741,0.659,-1.6977,0.0273,-1.3757
2016-12-30,7,3,"['AUD', 'EUR', 'CAD']","['NZD', 'GBP', 'JPY']",0.469,0.1195,-1.2151,-0.857,-0.6696,0.7124,-1.0538
2017-01-31,7,3,"['AUD', 'EUR', 'CAD']","['CHF', 'GBP', 'NZD']",0.8268,0.5409,-1.026,-0.6901,-1.1752,0.918,-1.0826
2017-02-28,7,3,"['EUR', 'AUD', 'CAD']","['GBP', 'CHF', 'JPY']",0.779,1.0054,0.0332,-0.3872,-0.5844,1.7727,-1.2003
2017-03-31,7,3,"['JPY', 'AUD', 'EUR']","['GBP', 'CHF', 'NZD']",1.8636,1.4824,-1.4123,-0.4891,-1.5048,-0.6884,-1.8048
2017-04-28,7,3,"['JPY', 'AUD', 'EUR']","['NZD', 'CHF', 'GBP']",1.7598,1.4153,-1.4504,-0.0447,-1.3707,-0.8447,-1.2837
2017-05-31,7,3,"['AUD', 'GBP', 'EUR']","['CAD', 'CHF', 'NZD']",3.268,0.0496,-0.8368,-0.45,-1.3803,-2.0065,0.4704
2017-06-30,7,3,"['AUD', 'NZD', 'EUR']","['CAD', 'JPY', 'GBP']",2.7691,0.8054,2.119,-0.7895,-0.0797,-1.1715,-0.2767
