month_end,n,k,longs,shorts,value_EUR,value_GBP,value_JPY,value_CHF,value_AUD,value_CAD,value_SEK,value_NOK,value_ZAR,value_NZD,value_MXN,value_TRY,value_PLN,value_HUF
2004-06-30,8,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.0781,0.0306,0.0668,-0.0243,-0.1068,-0.0556,0.0091,-0.0402,,,,,,
2004-07-30,8,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.0781,0.0306,0.0668,-0.0243,-0.1068,-0.0556,0.0091,-0.0402,,,,,,
2004-08-31,8,2,"['SEK', 'JPY']","['CAD', 'AUD']",-0.1005,-0.0005,0.0695,-0.0392,-0.107,-0.1092,0.0308,-0.0171,,,,,,
2004-09-30,8,2,"['SEK', 'JPY']","['AUD', 'CAD']",-0.0861,0.0113,0.1239,-0.0196,-0.1388,-0.1236,0.038,-0.0416,,,,,,
2004-10-29,8,2,"['SEK', 'JPY']","['AUD', 'CAD']",-0.0861,0.0113,0.1239,-0.0196,-0.1388,-0.1236,0.038,-0.0416,,,,,,
2004-11-30,9,2,"['GBP', 'JPY']","['CAD', 'AUD']",-0.1085,0.0588,0.1714,-0.0271,-0.1629,-0.1678,0.0193,-0.0581,-0.0601,,,,,
2004-12-31,9,2,"['GBP', 'JPY']","['AUD', 'CAD']",-0.1502,0.0578,0.165,-0.0746,-0.2153,-0.2047,0.005,-0.0744,-0.0884,,,,,
2005-01-31,9,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.19,0.0464,0.1871,-0.0748,-0.1917,-0.1811,-0.0069,-0.0648,-0.1154,,,,,
2005-02-28,9,2,"['GBP', 'JPY']","['EUR', 'AUD']",-0.1654,0.0661,0.1572,-0.0624,-0.1612,-0.1608,-0.0003,-0.0568,-0.0701,,,,,
2005-03-31,9,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.1722,0.0568,0.1452,-0.0592,-0.2176,-0.1391,0.0106,-0.0399,-0.0822,,,,,
2005-04-29,9,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.1722,0.0568,0.1452,-0.0592,-0.2176,-0.1391,0.0106,-0.0399,-0.0822,,,,,
2005-05-31,9,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.2171,0.0589,0.2026,-0.0609,-0.2768,-0.1558,0.0386,-0.0902,-0.091,,,,,
2005-06-30,9,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.2279,0.0478,0.1873,-0.0544,-0.2794,-0.1498,0.0455,-0.1157,-0.0965,,,,,
2005-07-29,9,2,"['GBP', 'JPY']","['AUD', 'EUR']",-0.2279,0.0478,0.1873,-0.0544,-0.2794,-0.1498,0.0455,-0.1157,-0.0965,,,,,
2005-08-31,10,2,"['SEK', 'JPY']","['NZD', 'AUD']",-0.1588,0.0425,0.2113,-0.0029,-0.2436,-0.1761,0.0725,-0.1065,-0.053,-0.3583,,,,
2005-09-30,10,2,"['SEK', 'JPY']","['NZD', 'AUD']",-0.1991,0.0433,0.217,-0.0277,-0.2362,-0.1899,0.0487,-0.1124,-0.0709,-0.4086,,,,
2005-10-31,10,2,"['SEK', 'JPY']","['NZD', 'AUD']",-0.2221,0.0253,0.233,-0.0251,-0.287,-0.2147,0.038,-0.1234,-0.1006,-0.4806,,,,
2005-11-30,10,2,"['GBP', 'JPY']","['NZD', 'AUD']",-0.233,0.06,0.2507,-0.0252,-0.3296,-0.2304,0.0319,-0.1188,-0.1094,-0.5247,,,,
2005-12-30,10,2,"['GBP', 'JPY']","['NZD', 'AUD']",-0.233,0.06,0.2507,-0.0252,-0.3296,-0.2304,0.0319,-0.1188,-0.1094,-0.5247,,,,
2006-01-31,10,2,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1691,0.0418,0.246,0.0056,-0.2842,-0.2624,0.0409,-0.0876,-0.1964,-0.4431,,,,
2006-02-28,10,2,"['GBP', 'JPY']","['NZD', 'ZAR']",-0.129,0.034,0.1994,0.0153,-0.2557,-0.2516,0.0227,-0.0584,-0.2576,-0.3686,,,,
2006-03-31,10,2,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1262,0.0284,0.2231,0.0123,-0.2877,-0.27,0.0173,-0.0509,-0.2516,-0.3669,,,,
2006-04-28,10,2,"['GBP', 'JPY']","['NZD', 'AUD']",-0.1262,0.0284,0.2231,0.0123,-0.2877,-0.27,0.0173,-0.0509,-0.2516,-0.3669,,,,
2006-05-31,10,2,"['GBP', 'JPY']","['AUD', 'NZD']",-0.1558,0.0538,0.1878,0.0126,-0.3198,-0.2871,-0.0054,-0.0833,-0.2472,-0.2987,,,,
2006-06-30,10,2,"['GBP', 'JPY']","['CAD', 'AUD']",-0.1981,0.0284,0.1732,-0.0201,-0.2975,-0.2985,-0.0147,-0.0889,-0.1478,-0.2493,,,,
2006-07-31,10,2,"['GBP', 'JPY']","['CAD', 'AUD']",-0.2239,0.0271,0.1883,-0.0186,-0.2694,-0.2799,-0.0563,-0.0774,-0.0525,-0.2578,,,,
2006-08-31,10,2,"['GBP', 'JPY']","['AUD', 'CAD']",-0.2084,0.0318,0.1844,0.0055,-0.3082,-0.2622,-0.06,-0.0728,-0.0652,-0.2609,,,,
2006-09-29,10,2,"['GBP', 'JPY']","['AUD', 'CAD']",-0.2084,0.0318,0.1844,0.0055,-0.3082,-0.2622,-0.06,-0.0728,-0.0652,-0.2609,,,,
2006-10-31,10,2,"['CHF', 'JPY']","['AUD', 'NZD']",-0.1589,0.0119,0.2169,0.0447,-0.3536,-0.3125,-0.0761,-0.0244,-0.112,-0.3209,,,,
2006-11-30,10,2,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1516,0.0057,0.2151,0.0545,-0.3391,-0.3061,-0.0674,-0.005,-0.1605,-0.3413,,,,
2006-12-29,10,2,"['CHF', 'JPY']","['NZD', 'AUD']",-0.1516,0.0057,0.2151,0.0545,-0.3391,-0.3061,-0.0674,-0.005,-0.1605,-0.3413,,,,
2007-01-31,10,2,"['CHF', 'JPY']","['ZAR', 'NZD']",-0.18,-0.0087,0.1909,0.0509,-0.3012,-0.2762,-0.0884,-0.0351,-0.5031,-0.3462,,,,
2007-02-28,10,2,"['CHF', 'JPY']","['ZAR', 'NZD']",-0.1734,-0.0152,0.1772,0.0684,-0.286,-0.2653,-0.0609,-0.0017,-0.4627,-0.3284,,,,
2007-03-30,14,4,"['PLN', 'CHF', 'MXN', 'JPY']","['ZAR', 'NZD', 'AUD', 'CAD']",-0.1734,-0.0152,0.1772,0.0684,-0.286,-0.2653,-0.0609,-0.0017,-0.4627,-0.3284,0.1551,-0.1664,0.0528,-0.1888
2007-04-30,14,4,"['PLN', 'CHF', 'JPY', 'MXN']","['ZAR', 'NZD', 'AUD', 'CAD']",-0.1929,-0.0002,0.1729,0.0627,-0.268,-0.2561,-0.0229,-0.0104,-0.3759,-0.2984,0.1854,-0.1556,0.0373,-0.2224
2007-05-31,14,4,"['PLN', 'CHF', 'MXN', 'JPY']","['ZAR', 'NZD', 'AUD', 'CAD']",-0.2001,0.0016,0.1905,0.075,-0.2952,-0.2833,-0.0408,0.0027,-0.3559,-0.323,0.1753,-0.1403,0.025,-0.2247
2007-06-29,14,4,"['PLN', 'CHF', 'MXN', 'JPY']","['ZAR', 'NZD', 'AUD', 'CAD']",-0.2001,0.0016,0.1905,0.075,-0.2952,-0.2833,-0.0408,0.0027,-0.3559,-0.323,0.1753,-0.1403,0.025,-0.2247
2007-07-31,14,4,"['NOK', 'CHF', 'MXN', 'JPY']","['TRY', 'CAD', 'AUD', 'ZAR']",-0.1298,-0.0203,0.2496,0.1054,-0.288,-0.3264,0.0032,0.0524,-0.2839,-0.2754,0.1158,-0.4048,-0.0343,-0.1856
2007-08-31,14,4,"['NOK', 'MXN', 'CHF', 'JPY']","['TRY', 'AUD', 'CAD', 'NZD']",-0.1082,-0.0,0.2763,0.1194,-0.3639,-0.3504,-0.0235,0.0499,-0.3123,-0.3386,0.1115,-0.5809,-0.106,-0.2138
2007-09-28,14,4,"['NOK', 'MXN', 'CHF', 'JPY']","['TRY', 'AUD', 'CAD', 'NZD']",-0.1082,-0.0,0.2763,0.1194,-0.3639,-0.3504,-0.0235,0.0499,-0.3123,-0.3386,0.1115,-0.5809,-0.106,-0.2138
2007-10-31,14,4,"['NOK', 'MXN', 'CHF', 'JPY']","['TRY', 'CAD', 'AUD', 'ZAR']",-0.1212,0.0305,0.2248,0.1108,-0.3229,-0.3922,-0.0068,0.0312,-0.318,-0.2334,0.1106,-0.4912,-0.1028,-0.1753
2007-11-30,14,4,"['GBP', 'MXN', 'CHF', 'JPY']","['TRY', 'CAD', 'AUD', 'ZAR']",-0.125,0.0388,0.2244,0.1214,-0.3705,-0.4467,-0.0126,0.0198,-0.3078,-0.2425,0.1041,-0.4686,-0.1213,-0.1853
2007-12-31,14,4,"['GBP', 'CHF', 'MXN', 'JPY']","['CAD', 'TRY', 'AUD', 'ZAR']",-0.1366,0.0432,0.211,0.103,-0.3331,-0.4471,-0.0063,0.0423,-0.2237,-0.2087,0.1069,-0.3854,-0.119,-0.1479
2008-01-31,14,4,"['GBP', 'MXN', 'CHF', 'JPY']","['TRY', 'CAD', 'AUD', 'NZD']",-0.1192,0.0574,0.2124,0.1116,-0.3001,-0.3881,0.013,0.056,-0.1361,-0.2018,0.0989,-0.4099,-0.1413,-0.1388
2008-02-29,14,4,"['NOK', 'GBP', 'CHF', 'JPY']","['TRY', 'CAD', 'AUD', 'PLN']",-0.0885,0.0829,0.1957,0.1066,-0.2787,-0.3498,0.0241,0.0797,-0.1025,-0.1504,0.0667,-0.4639,-0.1576,-0.1326
2008-03-31,14,4,"['NOK', 'GBP', 'CHF', 'JPY']","['TRY', 'CAD', 'AUD', 'PLN']",-0.0663,0.0758,0.194,0.1041,-0.2891,-0.329,0.0356,0.0566,0.0343,-0.1488,0.0283,-0.4146,-0.1896,-0.1202
2008-04-30,14,4,"['CHF', 'GBP', 'ZAR', 'JPY']","['TRY', 'CAD', 'AUD', 'PLN']",-0.0934,0.0733,0.1612,0.0717,-0.2695,-0.2818,0.0192,0.005,0.1212,-0.1396,0.0351,-0.3253,-0.265,-0.1369
2008-05-30,14,4,"['CHF', 'GBP', 'ZAR', 'JPY']","['TRY', 'CAD', 'AUD', 'PLN']",-0.0934,0.0733,0.1612,0.0717,-0.2695,-0.2818,0.0192,0.005,0.1212,-0.1396,0.0351,-0.3253,-0.265,-0.1369
2008-06-30,14,4,"['GBP', 'CHF', 'ZAR', 'JPY']","['PLN', 'AUD', 'TRY', 'CAD']",-0.0535,0.0701,0.1857,0.0846,-0.2487,-0.2296,0.0317,-0.0005,0.0851,-0.1012,0.0633,-0.2367,-0.2998,-0.1774
2008-07-31,14,4,"['CHF', 'ZAR', 'GBP', 'JPY']","['PLN', 'HUF', 'AUD', 'TRY']",-0.0426,0.0841,0.1964,0.0675,-0.2232,-0.182,0.0428,-0.02,0.081,-0.0793,0.0324,-0.193,-0.3356,-0.2676
2008-08-29,14,4,"['CHF', 'ZAR', 'GBP', 'JPY']","['PLN', 'HUF', 'AUD', 'TRY']",-0.0426,0.0841,0.1964,0.0675,-0.2232,-0.182,0.0428,-0.02,0.081,-0.0793,0.0324,-0.193,-0.3356,-0.2676
2008-09-30,14,4,"['CHF', 'GBP', 'ZAR', 'JPY']","['PLN', 'HUF', 'TRY', 'CAD']",-0.0409,0.084,0.2064,0.071,-0.1647,-0.1755,0.0278,-0.0406,0.0977,-0.0208,-0.0246,-0.2247,-0.3514,-0.2921
2008-10-31,14,4,"['SEK', 'GBP', 'ZAR', 'JPY']","['PLN', 'HUF', 'TRY', 'CAD']",-0.0296,0.1006,0.1889,0.0568,-0.0945,-0.1621,0.0619,-0.0204,0.113,-0.0062,-0.007,-0.1812,-0.341,-0.2353
2008-11-28,14,4,"['SEK', 'GBP', 'ZAR', 'JPY']","['PLN', 'HUF', 'TRY', 'CAD']",-0.0296,0.1006,0.1889,0.0568,-0.0945,-0.1621,0.0619,-0.0204,0.113,-0.0062,-0.007,-0.1812,-0.341,-0.2353
2008-12-31,14,4,"['AUD', 'SEK', 'GBP', 'ZAR']","['PLN', 'TRY', 'HUF', 'CAD']",0.0203,0.1707,0.0746,0.0311,0.1217,-0.0128,0.1383,0.0704,0.2628,0.1214,0.1086,-0.1406,-0.2356,-0.1039
2009-01-30,14,4,"['AUD', 'SEK', 'GBP', 'ZAR']","['PLN', 'TRY', 'HUF', 'CAD']",0.0203,0.1707,0.0746,0.0311,0.1217,-0.0128,0.1383,0.0704,0.2628,0.1214,0.1086,-0.1406,-0.2356,-0.1039
2009-02-27,14,4,"['NZD', 'SEK', 'GBP', 'ZAR']","['PLN', 'TRY', 'HUF', 'EUR']",-0.0007,0.2226,0.0246,0.0402,0.13,0.0009,0.1837,0.1047,0.2736,0.1514,0.1144,-0.148,-0.1799,-0.1417
2009-03-31,14,4,"['MXN', 'ZAR', 'NZD', 'GBP']","['PLN', 'TRY', 'CAD', 'NOK']",0.017,0.2467,0.0218,0.0095,0.1692,-0.0255,0.1903,-0.018,0.2032,0.2305,0.1917,-0.0565,-0.0665,0.0088
2009-04-30,14,4,"['SEK', 'MXN', 'ZAR', 'GBP']","['PLN', 'EUR', 'CAD', 'NOK']",-0.0224,0.2596,0.0623,0.0069,0.1214,-0.0111,0.1904,-0.0051,0.2183,0.1817,0.1953,0.0065,-0.0746,0.0474
2009-05-29,14,4,"['SEK', 'MXN', 'ZAR', 'GBP']","['PLN', 'EUR', 'CAD', 'NOK']",-0.0224,0.2596,0.0623,0.0069,0.1214,-0.0111,0.1904,-0.0051,0.2183,0.1817,0.1953,0.0065,-0.0746,0.0474
2009-06-30,14,4,"['MXN', 'ZAR', 'SEK', 'GBP']","['TRY', 'CAD', 'PLN', 'HUF']",-0.0214,0.2226,0.0658,0.0208,-0.023,-0.1183,0.1538,0.0274,0.0951,0.0831,0.0852,-0.1753,-0.1132,-0.0401
2009-07-31,14,4,"['MXN', 'ZAR', 'SEK', 'GBP']","['TRY', 'CAD', 'AUD', 'PLN']",-0.034,0.1976,0.0961,0.032,-0.0881,-0.1274,0.1663,0.0218,0.1101,0.0592,0.1094,-0.16,-0.0552,-0.0522
2009-08-31,14,4,"['MXN', 'ZAR', 'SEK', 'GBP']","['TRY', 'CAD', 'HUF', 'PLN']",-0.023,0.1987,0.0735,0.0273,-0.0628,-0.0955,0.162,0.0057,0.1347,0.0666,0.1032,-0.1528,-0.0788,-0.0837
2009-09-30,14,4,"['MXN', 'ZAR', 'SEK', 'GBP']","['TRY', 'CAD', 'PLN', 'AUD']",-0.026,0.194,0.0759,0.0229,-0.0985,-0.119,0.1105,-0.002,0.1021,0.0487,0.0957,-0.1607,-0.1134,-0.0874
2009-10-30,14,4,"['MXN', 'ZAR', 'SEK', 'GBP']","['TRY', 'CAD', 'PLN', 'AUD']",-0.026,0.194,0.0759,0.0229,-0.0985,-0.119,0.1105,-0.002,0.1021,0.0487,0.0957,-0.1607,-0.1134,-0.0874
2009-11-30,14,4,"['JPY', 'MXN', 'SEK', 'GBP']","['TRY', 'AUD', 'CAD', 'HUF']",-0.0324,0.2124,0.0627,0.0115,-0.1448,-0.0931,0.1301,-0.0342,0.0561,0.0276,0.1166,-0.169,-0.0614,-0.0836
2009-12-31,14,4,"['ZAR', 'MXN', 'SEK', 'GBP']","['TRY', 'AUD', 'HUF', 'PLN']",-0.0187,0.1947,0.0746,0.0309,-0.1214,-0.0477,0.1406,-0.0111,0.0987,0.0477,0.1078,-0.1495,-0.0529,-0.0619
2010-01-29,14,4,"['ZAR', 'MXN', 'SEK', 'GBP']","['TRY', 'AUD', 'HUF', 'PLN']",-0.0187,0.1947,0.0746,0.0309,-0.1214,-0.0477,0.1406,-0.0111,0.0987,0.0477,0.1078,-0.1495,-0.0529,-0.0619
2010-02-26,14,4,"['MXN', 'ZAR', 'SEK', 'GBP']","['TRY', 'AUD', 'CAD', 'HUF']",0.0061,0.213,0.0739,0.0299,-0.1256,-0.0781,0.157,-0.0158,0.1144,0.0694,0.0961,-0.1429,-0.019,-0.0452
2010-03-31,14,4,"['NZD', 'MXN', 'SEK', 'GBP']","['TRY', 'CAD', 'AUD', 'NOK']",0.0341,0.2067,0.0513,0.0079,-0.1003,-0.107,0.1201,-0.0608,0.0755,0.0806,0.0888,-0.1222,-0.0106,-0.0389
2010-04-30,14,4,"['MXN', 'NZD', 'SEK', 'GBP']","['AUD', 'TRY', 'CAD', 'HUF']",0.0475,0.2354,0.0526,0.0072,-0.1303,-0.1185,0.1079,-0.0387,0.0359,0.0943,0.0559,-0.129,-0.0432,-0.0555
2010-05-31,14,4,"['JPY', 'NZD', 'SEK', 'GBP']","['TRY', 'CAD', 'AUD', 'PLN']",0.0533,0.2226,0.074,-0.0003,-0.156,-0.1569,0.098,-0.0434,0.0235,0.0848,0.0407,-0.1875,-0.0802,-0.0626
2010-06-30,14,4,"['MXN', 'NZD', 'SEK', 'GBP']","['TRY', 'CAD', 'AUD', 'HUF']",0.0736,0.2179,0.0502,0.0032,-0.1114,-0.1488,0.1025,-0.0145,0.0068,0.0846,0.0846,-0.174,-0.0281,-0.0303
2010-07-30,14,4,"['MXN', 'NZD', 'SEK', 'GBP']","['TRY', 'CAD', 'AUD', 'HUF']",0.0736,0.2179,0.0502,0.0032,-0.1114,-0.1488,0.1025,-0.0145,0.0068,0.0846,0.0846,-0.174,-0.0281,-0.0303
2010-08-31,14,4,"['NZD', 'EUR', 'MXN', 'GBP']","['CAD', 'AUD', 'TRY', 'CHF']",0.0497,0.1755,-0.0276,-0.0763,-0.096,-0.1051,0.0447,0.0157,-0.0214,0.0461,0.125,-0.093,-0.0239,0.0007
2010-09-30,14,4,"['EUR', 'NZD', 'MXN', 'GBP']","['TRY', 'AUD', 'CAD', 'CHF']",0.0586,0.1671,-0.0448,-0.0705,-0.1143,-0.09,0.0524,0.0136,-0.017,0.0653,0.1169,-0.1212,-0.0273,0.0053
2010-10-29,14,4,"['EUR', 'NZD', 'MXN', 'GBP']","['TRY', 'AUD', 'CAD', 'CHF']",0.0586,0.1671,-0.0448,-0.0705,-0.1143,-0.09,0.0524,0.0136,-0.017,0.0653,0.1169,-0.1212,-0.0273,0.0053
2010-11-30,14,4,"['NOK', 'NZD', 'MXN', 'GBP']","['AUD', 'TRY', 'JPY', 'CHF']",0.0134,0.2004,-0.0904,-0.0861,-0.1669,-0.0725,-0.0001,0.0217,-0.029,0.0628,0.0916,-0.1243,-0.0301,-0.076
2010-12-31,14,4,"['NOK', 'NZD', 'MXN', 'GBP']","['AUD', 'JPY', 'TRY', 'CHF']",0.0174,0.1842,-0.106,-0.084,-0.1923,-0.077,-0.0113,0.0333,-0.024,0.0364,0.1046,-0.0873,-0.0405,-0.0614
2011-01-31,14,4,"['EUR', 'NZD', 'MXN', 'GBP']","['AUD', 'CHF', 'JPY', 'CAD']",0.0389,0.1857,-0.1028,-0.1244,-0.2047,-0.0652,-0.0176,-0.0101,-0.0179,0.057,0.1122,-0.0386,0.008,-0.0542
2011-02-28,14,4,"['ZAR', 'EUR', 'MXN', 'GBP']","['AUD', 'CHF', 'JPY', 'CAD']",0.0491,0.173,-0.0866,-0.1241,-0.2079,-0.0774,-0.0196,-0.0216,0.0346,0.0222,0.0969,-0.0016,-0.0189,-0.0582
2011-03-31,14,4,"['TRY', 'ZAR', 'MXN', 'GBP']","['AUD', 'CHF', 'JPY', 'HUF']",0.029,0.1625,-0.1012,-0.1257,-0.2195,-0.071,-0.0481,-0.0267,0.0807,0.0262,0.1039,0.0391,-0.0112,-0.0896
2011-04-29,14,4,"['TRY', 'ZAR', 'MXN', 'GBP']","['AUD', 'CHF', 'JPY', 'HUF']",0.029,0.1625,-0.1012,-0.1257,-0.2195,-0.071,-0.0481,-0.0267,0.0807,0.0262,0.1039,0.0391,-0.0112,-0.0896
2011-05-31,14,4,"['TRY', 'ZAR', 'MXN', 'GBP']","['AUD', 'HUF', 'CHF', 'CAD']",0.0124,0.1742,-0.0693,-0.1456,-0.2658,-0.0933,-0.029,-0.007,0.0314,-0.0674,0.0377,0.0133,-0.0439,-0.1832
2011-06-30,14,4,"['NOK', 'MXN', 'EUR', 'GBP']","['AUD', 'CHF', 'HUF', 'NZD']",0.0387,0.2,-0.0576,-0.1555,-0.249,-0.0585,-0.0203,0.0159,-0.0126,-0.0835,0.0217,-0.064,-0.038,-0.142
2011-07-29,14,4,"['NOK', 'MXN', 'EUR', 'GBP']","['AUD', 'CHF', 'HUF', 'NZD']",0.0387,0.2,-0.0576,-0.1555,-0.249,-0.0585,-0.0203,0.0159,-0.0126,-0.0835,0.0217,-0.064,-0.038,-0.142
2011-08-31,14,4,"['SEK', 'MXN', 'EUR', 'GBP']","['AUD', 'CHF', 'HUF', 'NZD']",0.0568,0.2079,-0.107,-0.2323,-0.2529,-0.0808,0.0173,-0.0075,-0.1234,-0.153,0.0374,-0.0557,-0.0426,-0.1906
2011-09-30,14,4,"['TRY', 'EUR', 'MXN', 'GBP']","['CHF', 'AUD', 'HUF', 'JPY']",0.0508,0.2125,-0.1397,-0.2984,-0.2042,-0.0481,0.0195,-0.0097,-0.0548,-0.1203,0.0933,0.0401,0.0133,-0.1593
2011-10-31,14,4,"['EUR', 'PLN', 'MXN', 'GBP']","['CHF', 'AUD', 'JPY', 'ZAR']",0.0514,0.2147,-0.1736,-0.206,-0.2019,-0.0376,0.0179,-0.0359,-0.078,-0.065,0.1431,0.0336,0.0572,-0.0727
2011-11-30,14,4,"['EUR', 'PLN', 'MXN', 'GBP']","['JPY', 'AUD', 'CHF', 'ZAR']",0.0404,0.2144,-0.1992,-0.1794,-0.1949,-0.0338,0.0153,-0.0525,-0.0556,-0.0222,0.1745,0.0359,0.067,-0.0074
2011-12-30,14,4,"['EUR', 'PLN', 'MXN', 'GBP']","['JPY', 'AUD', 'CHF', 'ZAR']",0.0404,0.2144,-0.1992,-0.1794,-0.1949,-0.0338,0.0153,-0.0525,-0.0556,-0.0222,0.1745,0.0359,0.067,-0.0074
2012-01-31,14,4,"['HUF', 'PLN', 'MXN', 'GBP']","['JPY', 'AUD', 'CHF', 'CAD']",0.0735,0.2106,-0.2051,-0.1562,-0.1951,-0.0626,0.0419,-0.0099,0.0049,0.009,0.174,0.0183,0.1146,0.0736
2012-02-29,14,4,"['HUF', 'EUR', 'MXN', 'GBP']","['JPY', 'AUD', 'CHF', 'CAD']",0.0927,0.216,-0.247,-0.179,-0.2182,-0.0937,0.0322,-0.0345,-0.0235,-0.0097,0.151,0.015,0.0809,0.0832
2012-03-30,14,4,"['HUF', 'EUR', 'MXN', 'GBP']","['JPY', 'AUD', 'CHF', 'CAD']",0.0927,0.216,-0.247,-0.179,-0.2182,-0.0937,0.0322,-0.0345,-0.0235,-0.0097,0.151,0.015,0.0809,0.0832
2012-04-30,14,4,"['HUF', 'EUR', 'MXN', 'GBP']","['AUD', 'CHF', 'JPY', 'ZAR']",0.0878,0.2007,-0.14,-0.1861,-0.2192,-0.1006,0.0199,-0.0282,-0.1157,-0.0341,0.0911,0.0106,0.03,0.0607
2012-05-31,14,4,"['HUF', 'EUR', 'MXN', 'GBP']","['CHF', 'JPY', 'AUD', 'CAD']",0.096,0.1893,-0.186,-0.191,-0.1557,-0.0778,0.0292,-0.02,-0.0539,0.0035,0.1186,0.0219,0.0583,0.0816
2012-06-29,14,4,"['HUF', 'EUR', 'MXN', 'GBP']","['CHF', 'JPY', 'AUD', 'CAD']",0.096,0.1893,-0.186,-0.191,-0.1557,-0.0778,0.0292,-0.02,-0.0539,0.0035,0.1186,0.0219,0.0583,0.0816
2012-07-31,14,4,"['PLN', 'EUR', 'MXN', 'GBP']","['JPY', 'CHF', 'AUD', 'ZAR']",0.1043,0.1878,-0.2881,-0.1931,-0.1255,0.0084,0.0233,-0.0076,-0.0164,0.0505,0.16,0.0401,0.0864,0.0706
2012-08-31,14,4,"['PLN', 'MXN', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD', 'ZAR']",0.1287,0.1767,-0.297,-0.1805,-0.1518,0.0039,0.0151,0.0106,-0.0162,0.0521,0.1187,0.0324,0.0814,0.0694
2012-09-28,14,4,"['PLN', 'MXN', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD', 'ZAR']",0.1287,0.1767,-0.297,-0.1805,-0.1518,0.0039,0.0151,0.0106,-0.0162,0.0521,0.1187,0.0324,0.0814,0.0694
2012-10-31,14,4,"['PLN', 'MXN', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD', 'NZD']",0.1118,0.1592,-0.2147,-0.1774,-0.176,-0.0013,-0.001,0.0141,-0.0158,-0.0394,0.0853,0.0621,0.0681,0.0365
2012-11-30,14,4,"['MXN', 'TRY', 'EUR', 'GBP']","['JPY', 'CHF', 'AUD', 'NZD']",0.1129,0.1574,-0.2244,-0.1863,-0.1068,0.0465,0.029,0.024,0.0637,-0.002,0.0895,0.0929,0.0814,0.0421
2012-12-31,14,4,"['MXN', 'PLN', 'EUR', 'GBP']","['CHF', 'JPY', 'AUD', 'NZD']",0.1322,0.1443,-0.1587,-0.16,-0.144,0.0566,0.0295,0.0033,0.0616,-0.011,0.0817,0.0767,0.1063,0.0375
2013-01-31,14,4,"['TRY', 'PLN', 'EUR', 'GBP']","['AUD', 'CHF', 'JPY', 'NZD']",0.1173,0.1301,-0.1257,-0.1712,-0.172,0.0209,0.0102,-0.0036,0.0432,-0.0047,0.0745,0.0993,0.1063,0.0499
